image_id,breed,species,split,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,color_variance,dominant_color
havanese_161,havanese,dog,train,122.45226426426426,108.69604204204204,102.84060660660661,37.838476024357,46.759473610407035,47.759058500154545,111.32963763763763,45.09929269834191,132.35700813491857,red
beagle_117,beagle,dog,train,123.48987951807229,103.36062650602409,64.69063855421686,39.931140201806464,38.45696009630298,29.909679806015628,97.18038152610441,43.7949433715204,108.29778010412507,red
chihuahua_168,chihuahua,dog,train,192.07525537634407,118.0153629032258,103.28850806451612,50.83951790932109,85.78047229970504,81.4236135347303,137.79304211469534,83.86701574886334,218.04360374375642,red
Persian_128,Persian,cat,train,122.22005389221557,112.63074850299401,115.62216167664671,50.712256383857685,49.52303843633359,55.46652687405854,116.82432135728543,52.11827912786475,155.70182169424982,red
British_Shorthair_122,British_Shorthair,cat,train,140.69859537572253,99.0461098265896,87.77375722543353,41.46835110891584,54.32526962775702,69.0962401149297,109.17282080924855,60.55161468104993,164.88986085160258,red
leonberger_171,leonberger,dog,train,148.78955873925503,130.0363094555874,106.8611346704871,70.65417145294744,63.87414003114132,55.55629412322948,128.56233428844317,65.93096086503967,190.08460560731822,red
pug_127,pug,dog,train,116.26722428748451,114.6736926889715,108.72571251548946,67.13690947224947,71.11088731196197,66.58812737189655,113.2222098306485,68.38542490499842,204.835924156108,red
yorkshire_terrier_168,yorkshire_terrier,dog,train,162.65724937027707,146.61037279596977,134.223959697733,69.58094887566979,74.25308131551643,78.30627846856224,147.83052728799328,75.04079096322849,222.14030865974848,red
american_pit_bull_terrier_120,american_pit_bull_terrier,dog,train,82.75573059360731,106.03843607305936,59.40965753424658,50.17706059628035,57.28073297104317,47.83634308260629,82.73460806697108,55.29996281660252,155.2941366499298,green
boxer_133,boxer,dog,train,46.197021739130435,37.495320652173916,28.120103260869566,70.41270356789425,54.294343626581316,50.729122330063056,37.2708152173913,59.561541061416335,175.43616952453863,red
saint_bernard_167,saint_bernard,dog,train,90.41365765765765,91.6769009009009,92.14133933933934,67.84760718149809,66.25971606745009,67.771438741384,91.41063263263263,67.30085307248683,201.87876199033218,blue
Sphynx_111,Sphynx,cat,train,87.25976506024097,62.608,54.24160843373494,74.09644649751324,65.6299578861993,60.59244171375039,68.03645783132531,68.45514422764838,200.31884609746294,red
Bombay_10,Bombay,cat,train,148.54208533333335,155.84164266666667,145.43146133333335,99.78296915222543,97.27795869710279,98.95547578477752,149.93839644444444,98.77404995522608,296.0164036341057,green
Sphynx_162,Sphynx,cat,train,99.15023361823361,125.9777321937322,167.78705413105413,42.66321667010302,30.973975932331395,29.911574505273567,130.97167331434,44.97093605137402,103.54876710770797,blue
shiba_inu_101,shiba_inu,dog,train,105.02349866666667,104.78126933333333,103.229024,81.19358288156847,73.81681844196956,66.50741196794756,104.34459733333334,74.08655416928136,221.5178132914856,red
beagle_125,beagle,dog,train,167.09747747747747,162.12966966966968,121.89387987987988,50.526541649456924,50.05718498237096,54.27548337764784,150.37367567567568,55.47813078248073,154.85921000947573,red
Maine_Coon_142,Maine_Coon,cat,train,76.09978133333334,73.997664,65.11343466666666,52.49523194556962,53.51477398386062,50.56309517730617,71.73696,52.42207895494417,156.5731011067364,red
pomeranian_169,pomeranian,dog,train,195.1805683563748,157.75142857142856,160.94387096774193,37.79846354921752,41.31910728696169,48.53440082095814,171.29195596518178,46.01693559228786,127.65197165713735,red
Siamese_141,Siamese,cat,train,155.70643733333333,160.62917333333334,140.709968,70.37908274214671,70.99438642305908,70.67224476487809,152.34852622222223,71.18821319201955,212.04571393008388,green
pug_130,pug,dog,train,97.8526074074074,97.8526074074074,97.8526074074074,56.915233473557876,56.915233473557876,56.915233473557876,97.8526074074074,56.915233473557635,170.74570042067364,blue
scottish_terrier_170,scottish_terrier,dog,train,69.078288,69.481168,47.742666666666665,38.85296136704629,42.96648383747171,37.13235309298333,62.10070755555556,41.003228124806476,118.95179829750134,green
boxer_161,boxer,dog,train,162.72771948051948,130.31036363636363,99.97526753246753,83.41043905793944,73.14942970810482,83.081883165844,131.0044502164502,84.02459454996782,239.64175193188825,red
yorkshire_terrier_107,yorkshire_terrier,dog,train,124.20962162162162,122.49583183183184,119.06346546546547,85.16101935706781,85.12671121102595,85.82788581892233,121.92297297297297,85.39928937289623,256.1156163870161,red
newfoundland_159,newfoundland,dog,train,126.14704,145.548512,127.96345066666666,59.472762532426515,70.88806740149761,62.006852633235795,133.21966755555556,64.9015347494318,192.36768256715993,green
Persian_122,Persian,cat,train,137.9273046875,122.57122395833333,102.334375,44.881061298815915,43.183492699535144,42.870074007910006,120.94430121527778,46.02305794841493,130.93462800626105,red
great_pyrenees_129,great_pyrenees,dog,train,129.69093851132686,140.6839352750809,76.4553139158576,57.78051610072879,53.22277281817776,59.548201165557025,115.61006256742179,63.4489410241295,170.55149008446358,green
pomeranian_114,pomeranian,dog,train,151.07414141414142,122.47367003367003,128.1647138047138,67.47716853939946,60.726623832438925,74.8342629399578,133.90417508417508,69.03975577208566,203.03805531179617,red
scottish_terrier_14,scottish_terrier,dog,train,140.51384,142.67438933333332,131.53583466666666,56.567416915169574,53.83038640359699,67.829019403275,138.24135466666667,59.911431893090594,178.22682272204156,green
Birman_149,Birman,cat,train,173.39586144578314,171.09593975903616,162.89418674698794,49.488740581252266,54.81492805551603,57.699216464904325,169.12866265060242,54.295362654297634,162.00288510167263,red
Sphynx_150,Sphynx,cat,train,183.93334939759035,184.18742771084337,177.39557228915663,86.8967876407411,86.78910831812229,93.20750938465163,181.83878313253012,89.07054562241694,266.89340534351504,green
shiba_inu_112,shiba_inu,dog,train,122.476816,121.19223466666666,64.882336,44.09712336614202,41.7718633911176,36.57543744805479,102.85046222222222,48.957125707746854,122.44442420531442,red
Russian_Blue_122,Russian_Blue,cat,train,105.846144,119.01305066666667,88.43860266666667,53.51442240802319,56.692608762932224,52.613245997253486,104.43259911111112,55.72669781280941,162.82027716820892,green
Sphynx_179,Sphynx,cat,train,101.31208695652174,109.35904782608695,99.66612608695652,77.69573320494177,72.52069331281476,63.52876050119745,103.44575362318841,71.61374750174471,213.74518701895397,green
english_cocker_spaniel_128,english_cocker_spaniel,dog,train,108.31322133333333,99.99585066666667,86.326976,23.365300748397264,28.139044738282998,38.335612668841335,98.212016,31.905239421591517,89.8399581555216,red
Maine_Coon_155,Maine_Coon,cat,train,103.6262042042042,80.44887087087088,72.19874474474474,55.7535690596503,50.449725561545655,46.545644125019564,85.4246066066066,52.76081810821211,152.74893874621552,red
Maine_Coon_124,Maine_Coon,cat,train,142.63772372372372,129.1268948948949,120.19896696696696,68.61615245349815,72.6826722171723,75.65946715848042,130.65452852852852,72.96243688370714,216.95829182915088,red
american_pit_bull_terrier_156,american_pit_bull_terrier,dog,train,136.43852282515073,126.44166666666666,118.88682170542636,29.386411223059003,32.923815818348494,37.19864533542642,127.25567039908125,34.089602699428546,99.50887237683392,red
wheaten_terrier_167,wheaten_terrier,dog,train,137.80581333333333,113.25457066666667,88.02926933333333,60.75150740136669,51.784130533490654,43.829758741137866,113.02988444444445,56.36877820831101,156.3653966759952,red
Sphynx_176,Sphynx,cat,train,111.7212303030303,92.78972121212121,70.67781212121213,64.13461989654773,65.00664843234821,63.571851650267845,91.72958787878788,66.39392804560599,192.71311997916376,red
basset_hound_171,basset_hound,dog,train,79.3176876876877,63.26505105105105,46.708774774774774,69.51061555715961,68.65618419211287,63.74957140670733,63.09717117117117,68.65643459441326,201.91637115597982,red
Ragdoll_10,Ragdoll,cat,train,98.74188266666667,88.11910933333333,88.123376,64.58356508773677,68.49416282404097,63.89937426685047,91.661456,65.88074054400671,196.97710217862823,red
Russian_Blue_135,Russian_Blue,cat,train,192.4480760095012,194.32197624703088,196.3189406175772,68.4527284737035,69.0146346743176,67.76056449816544,194.3629976247031,68.42948744600325,205.22792764618652,blue
Sphynx_160,Sphynx,cat,train,137.618,99.21802688172043,79.56068817204302,63.54973930963189,65.26241765233024,63.12417047051212,105.46557168458781,68.37710843593983,191.93632743247426,red
japanese_chin_17,japanese_chin,dog,train,105.4817771883289,101.45148010610079,101.72569230769231,53.95175231393038,56.291387190354754,58.405580715701404,102.88631653404067,56.27570798747288,168.64872021998653,red
german_shorthaired_117,german_shorthaired,dog,train,167.29288,158.1492,140.18506133333332,72.70602702189484,73.65941258269036,73.1722344994094,155.20904711111112,74.04150861491141,219.53767410399462,red
japanese_chin_159,japanese_chin,dog,train,71.97109604519774,68.75690395480225,61.339322033898306,73.03727258844869,69.11510639911185,65.79095031266438,67.35577401129943,69.52038626608359,207.94332930022495,red
Abyssinian_158,Abyssinian,cat,train,66.62856,55.328133333333334,35.009781333333336,25.876286602339903,28.615272807524455,23.095889857847222,52.32215822222222,29.070394941931124,77.58744926771158,red
Bombay_130,Bombay,cat,train,188.07065825496966,188.20776098083562,187.55166051660515,101.97080056678007,101.90791638869155,102.95854977707242,187.94335991747013,102.28061090989974,306.83726673254404,green
Maine_Coon_134,Maine_Coon,cat,train,39.782222222222224,29.753003003003002,20.34917717717718,62.58777271606255,47.13056793550676,33.83793840202371,29.961467467467468,49.907957310749794,143.55627905359302,red
boxer_149,boxer,dog,train,103.70789866666667,88.19936,77.75328,72.09823864337304,63.97161970429149,63.669461553988924,89.88684622222222,67.54114056714961,199.73931990165346,red
wheaten_terrier_118,wheaten_terrier,dog,train,86.06900266666666,79.31635733333333,68.48366933333334,63.62611460686059,56.4576858485273,54.99996639977091,77.95634311111111,58.9297476875686,175.08376685515879,red
keeshond_136,keeshond,dog,train,124.33251063829788,133.07031205673758,119.78762647754137,70.89415064070253,67.04617679012185,72.08700009756049,125.73014972419227,70.25869094739728,210.02732752838486,green
pug_172,pug,dog,train,81.93705185185185,56.474725925925924,30.079466666666665,55.46978216855784,46.50215572580091,38.430898783987715,56.16374814814815,51.83637986879487,140.40283667834646,red
Ragdoll_131,Ragdoll,cat,train,127.06249726775957,120.4168743169399,115.4612349726776,42.13633131272719,42.73658671699622,44.54880181524799,120.98020218579235,43.413717704356806,129.4217198449714,red
Abyssinian_1,Abyssinian,cat,train,74.218175,76.0203625,58.495775,40.98740822498803,37.4511826408972,35.37442365349366,69.57810416666666,38.81477181242034,113.8130145193789,green
scottish_terrier_168,scottish_terrier,dog,train,102.48129496402878,120.05509352517986,66.07950599520383,52.35025583139845,57.89642865940711,44.77577298788771,96.20529816147082,56.607360570251316,155.02245747869327,green
Abyssinian_107,Abyssinian,cat,train,154.83908035714285,144.90392410714287,132.21275892857142,68.13450561109143,49.60621078945375,55.863379277981565,143.9852544642857,59.10737486324307,173.60409567852673,red
staffordshire_bull_terrier_100,staffordshire_bull_terrier,dog,train,138.59719902912622,137.89073786407766,141.86160679611652,94.35693145453166,85.51410605057019,72.77146704087878,139.44984789644013,84.69662267489475,252.64250454598064,blue
Maine_Coon_186,Maine_Coon,cat,train,144.79335779816515,123.1288379204893,100.26270336391437,57.37808286969617,56.607815294993735,52.65816613735066,122.7282996941896,58.48447613313004,166.64406430204056,red
Bengal_16,Bengal,cat,train,96.3925885885886,94.27266666666667,83.19953153153153,54.555539106245156,51.52656518881073,61.37042979019586,91.28826226226226,56.26725454380358,167.45253408525173,red
Bengal_126,Bengal,cat,train,112.14626737967914,124.87945989304812,113.3991871657754,63.57938998175845,60.1696485706878,52.124618644723895,116.80830481283422,59.099355689999214,175.87365719717013,green
miniature_pinscher_123,miniature_pinscher,dog,train,134.02976296296296,112.99857777777778,113.99368888888888,47.462133866936675,49.48386431562216,52.07484433027309,120.34067654320988,50.64476986621174,149.02084251283193,red
shiba_inu_174,shiba_inu,dog,train,110.35104,79.06634666666666,37.812250666666664,64.31553751299376,44.54260729668029,26.200376960162274,75.74321244444444,56.138206816710436,135.05852176983632,red
Birman_147,Birman,cat,train,63.40629518072289,61.56033734939759,59.29480120481928,73.88764901682485,74.54882905600192,73.14660729327089,61.420477911646586,73.88238464326132,221.5830853660977,red
Sphynx_121,Sphynx,cat,train,97.21053892215569,90.70861676646706,85.74828143712575,66.95928870605317,65.16741893784258,65.11065971884096,91.22247904191617,65.91869891274676,197.23736736273673,red
Russian_Blue_10,Russian_Blue,cat,train,38.877290006131204,150.85835683629676,124.35825873697118,57.915223888684935,33.106652040294726,31.15262385705104,104.69796852646638,63.95409739681767,122.1744997860307,green
Persian_126,Persian,cat,train,174.09257333333332,162.45081333333334,140.7326977777778,29.399714495215505,36.96935401420014,47.568577800543316,159.09202814814816,41.09829172449629,113.93764630995898,red
Abyssinian_118,Abyssinian,cat,train,87.18532132132133,74.61439039039038,64.2495975975976,32.226795569906585,31.464243333223656,33.155178618241656,75.34976976976976,33.62373029105684,96.8462175213719,red
miniature_pinscher_126,miniature_pinscher,dog,train,95.19355450236966,72.54412322274881,46.631658767772514,91.82226225001789,67.55991732623728,44.968643060493505,71.45644549763033,73.48186296735965,204.35082263674866,red
great_pyrenees_102,great_pyrenees,dog,train,104.339024,109.65654933333333,81.71443733333334,65.89824148432878,54.89725558689171,64.98841517760444,98.57000355555556,63.298457632183435,185.78391224882495,green
great_pyrenees_121,great_pyrenees,dog,train,83.44985365853658,91.40826829268293,94.90011707317073,79.62423875637896,79.44232345558395,81.11727140974078,89.91941300813008,80.20804858979096,240.18383362170368,blue
Ragdoll_180,Ragdoll,cat,train,120.83562666666667,117.48621333333334,114.04558933333334,44.61908339198355,47.87082180822401,51.74773457469273,117.45580977777777,48.24714121757582,144.2376397749003,red
keeshond_171,keeshond,dog,train,114.008752,118.063584,110.320208,80.42957753257262,79.54772601661872,85.5435876430071,114.130848,81.94401613378628,245.52089119219843,green
Birman_148,Birman,cat,train,153.25576875,144.60826875,133.6358625,71.23411929052223,72.8660173906759,73.84073979775458,143.8333,73.09715525889726,217.9408764789527,red
american_bulldog_106,american_bulldog,dog,train,128.30340923076923,105.87954461538462,99.13405538461538,58.41187016938068,62.721892348122026,63.272509122779674,111.10566974358974,62.75823171715616,184.40627164028237,red
British_Shorthair_183,British_Shorthair,cat,train,95.669184,77.98157333333333,66.95934933333334,71.95995042226153,60.508270876454155,59.47327916122424,80.20336888888889,65.30974432132817,191.94150045993993,red
yorkshire_terrier_108,yorkshire_terrier,dog,train,130.8069539748954,117.99231380753137,89.34291631799164,66.51694128568109,61.92838578573613,57.2123288424676,112.71406136680613,64.37986783733066,185.6576559138848,red
Bombay_107,Bombay,cat,train,112.30066666666667,120.47002962962964,118.67528888888889,78.46172522626166,81.57930750434234,78.88615923120254,117.14866172839506,79.7314596796865,238.92719196180656,green
german_shorthaired_165,german_shorthaired,dog,train,64.13989333333333,65.62359466666666,73.15561066666666,53.59586643752309,58.54817306878181,64.87596702416552,67.63969955555555,59.31844896854753,177.02000653047043,blue
english_cocker_spaniel_153,english_cocker_spaniel,dog,train,146.8462846975089,145.42827046263346,142.0200355871886,60.146950130823654,51.759225224096326,63.730384078576336,144.76486358244367,58.794958298344305,175.6365594334963,red
scottish_terrier_10,scottish_terrier,dog,train,114.61425074626865,136.4810985074627,120.41800597014925,61.7550586040084,57.48401959158638,57.4142480051253,123.83778507462686,59.640918545281906,176.65332620072007,green
Ragdoll_172,Ragdoll,cat,train,134.84333933933934,123.3869069069069,112.38014414414414,57.65526032395644,63.9995461441053,70.9546497790269,123.53679679679679,65.08190876271183,192.60945624708864,red
scottish_terrier_145,scottish_terrier,dog,train,140.38138666666666,118.84048533333333,94.13328533333333,76.21757036412528,71.48899395295274,63.5956070628005,117.78505244444445,73.1102133144316,211.3021713798785,red
boxer_16,boxer,dog,train,121.78545098039216,93.915837535014,73.40801680672269,78.15587185139599,73.19922818114513,67.55547556333444,96.36976844070962,75.73953244223408,218.91057559587557,red
Ragdoll_143,Ragdoll,cat,train,124.43681462140992,119.55250130548303,120.86886161879896,48.48332460535485,49.890541449452265,52.19700008995545,121.61939251523063,50.256007642609674,150.57086614476256,red
chihuahua_150,chihuahua,dog,train,202.97399535423926,192.89623693379792,173.71110336817654,26.375097530652276,29.831722582696386,38.55282783519828,189.8604452187379,34.22416517994316,94.75964794854694,red
Sphynx_129,Sphynx,cat,train,107.20781325301205,84.0882951807229,63.07653614457831,61.636330629032386,61.06263113253801,59.64477944051852,84.79088152610441,63.402700099488214,182.3437412020889,red
Bengal_128,Bengal,cat,train,139.56808383233533,127.53461676646707,109.68532934131737,71.6772619424431,76.90773793953572,84.7661463628131,125.59600998003992,78.93004583412547,233.35114624479195,red
Maine_Coon_10,Maine_Coon,cat,train,58.95580925925926,76.75133333333333,62.32377592592593,69.50596239387752,48.469196155909586,38.32713772011322,66.0103061728395,54.246466448773084,156.30229626990032,green
Bengal_13,Bengal,cat,train,117.0734921875,131.868234375,78.576546875,40.83166985271154,43.9558965435249,45.93042020220508,109.1727578125,49.066566986941865,130.7179865984415,green
newfoundland_127,newfoundland,dog,train,154.26383183183182,149.06142342342343,141.81906906906906,86.79006614787467,84.3864807363453,82.31390522705001,148.38144144144144,84.67054255584421,253.49045211127,red
Ragdoll_12,Ragdoll,cat,train,91.4426906906907,91.00755555555556,83.38294294294295,70.77035882780922,69.13942515730254,71.51173588801628,88.61106306306306,70.57791604719279,211.42151987312803,red
boxer_129,boxer,dog,train,145.3978858858859,145.25973573573575,132.547015015015,65.12521341659966,63.635462258611646,67.04322459251533,141.06821221221222,65.56036706331415,195.80390026772665,red
British_Shorthair_179,British_Shorthair,cat,train,116.68702933333333,108.43920533333333,94.21657066666667,65.64951636299834,62.25676963464669,59.359243064126375,106.44760177777778,63.160363585116315,187.26552906177142,red
boxer_128,boxer,dog,train,130.91905105105104,126.71476876876876,118.42692492492492,61.77788611656485,66.73563014486494,80.75328027794966,125.35358158158158,70.40845042305703,209.26679653937947,red
Birman_158,Birman,cat,train,120.50790607734807,114.02428729281768,102.67084530386741,59.275760685943354,59.683403267549494,64.98696124857803,112.40101289134438,61.811709950490105,183.94612520207087,red
english_cocker_spaniel_150,english_cocker_spaniel,dog,train,161.12125373134327,151.11296517412936,146.10421393034827,60.380791186413006,61.744848074518785,63.60156988388248,152.7794776119403,62.23704025066795,185.72720914481428,red
pug_134,pug,dog,train,97.73383703703703,87.1182962962963,76.59284444444444,52.450321626831474,48.65468930300057,46.00353080553456,87.14832592592593,49.86017787464564,147.1085417353666,red
beagle_168,beagle,dog,train,82.32361066666667,69.90382933333333,65.827312,45.49309991785802,44.085638468810835,46.155420196559845,72.68491733333333,45.79357336062985,135.7341585832287,red
basset_hound_122,basset_hound,dog,train,98.23681681681681,106.38206006006006,86.85787987987987,62.25005576962084,61.65902933049097,74.41320437298367,97.15891891891891,66.8495074228308,198.32228947309548,green
Birman_153,Birman,cat,train,147.3871253071253,144.70212285012286,144.85278624078623,61.119301481633975,61.34810615785087,64.52645724333215,145.6473447993448,62.36284799778332,186.99386488281698,red
Egyptian_Mau_11,Egyptian_Mau,cat,train,92.19395808383234,92.04517964071856,89.56209580838323,51.289745826686364,53.02222018221581,55.70829091836305,91.26707784431137,53.38470146084738,160.02025692726522,red
english_cocker_spaniel_157,english_cocker_spaniel,dog,train,167.67435463917525,170.3,139.80950515463917,69.36849693823771,73.69235182521918,81.27490291395031,159.26128659793815,76.19966237332409,224.3357516774072,green
pug_16,pug,dog,train,131.505888,117.18994133333334,116.69587733333333,65.65213710661008,64.17115096071488,62.12948418747831,121.79723555555556,64.36800829537452,191.95277225480328,red
Abyssinian_135,Abyssinian,cat,train,118.10207207207208,109.20315315315315,101.3238018018018,35.38875784614207,36.12469473417475,40.48689714068745,109.54300900900901,38.024005668551034,112.00034972100427,red
pomeranian_15,pomeranian,dog,train,152.72682133333333,143.536032,134.32550933333334,40.7909218995307,39.76439194842856,42.85136047245915,143.52945422222223,41.835588826366404,123.40667432041842,red
Ragdoll_149,Ragdoll,cat,train,131.372208,132.062272,112.87346666666667,44.09031609328209,48.681368203840044,46.49469136703201,125.43598222222222,47.30240021572449,139.26637566415414,green
samoyed_11,samoyed,dog,train,120.99896,137.55433846153846,102.73616615384616,62.19809667254643,52.004000626660456,74.35967582383381,120.42982153846154,65.08717011003209,188.5617731230407,green
Abyssinian_121,Abyssinian,cat,train,95.92895399567269,88.41600751959706,81.39188805731919,72.20095025390168,67.82178877514578,63.220886520919585,88.57894985752965,68.10618109754455,203.24362554996702,red
Birman_161,Birman,cat,train,85.26757014925373,92.89596417910448,82.5478328358209,61.47338946394126,65.10131709110779,69.09666444477475,86.90378905472637,65.44480082782977,195.6713709998238,green
British_Shorthair_106,British_Shorthair,cat,train,95.33761066666666,70.63484266666667,59.974208,53.644037261417985,49.677800905314875,47.8774692324699,75.31555377777778,52.58633347629398,151.19930739920275,red
japanese_chin_158,japanese_chin,dog,train,78.72938133333334,66.43672,57.8456,52.0955299701488,54.06462987611659,53.48311195733381,67.67056711111111,53.906466651605044,159.64327180359922,red
chihuahua_154,chihuahua,dog,train,132.23725925925925,134.22051851851853,133.5846222222222,49.774171986410934,36.1229887984231,32.44322439970981,133.34746666666666,40.153672928283974,118.34038518454383,green
beagle_142,beagle,dog,train,119.40094610778443,95.02846706586827,69.05907784431137,77.36569353163495,63.0227181102917,51.811920295031456,94.49616367265469,68.09152049210903,192.2003319369581,red
saint_bernard_123,saint_bernard,dog,train,68.82642296072508,77.68193957703927,47.69449546827794,39.1783068291142,36.020880870907625,40.17375797860122,64.7342860020141,40.50150694421184,115.37294567862304,green
american_bulldog_135,american_bulldog,dog,train,97.16207784431138,103.427,82.44237724550898,43.05238377531961,41.28075221377834,49.426003331919226,94.34381836327346,45.58007288741537,133.7591393210172,green
British_Shorthair_166,British_Shorthair,cat,train,152.92448048048047,139.07744144144144,127.86992192192193,38.038222630485855,45.25382279208565,42.4299997819409,139.95728128128127,43.244060745097535,125.7220452045124,red
Abyssinian_167,Abyssinian,cat,train,115.23854477996495,122.93241265587963,87.40278264454292,57.37749454057751,44.151573966140894,36.71583254627735,108.52458002679583,49.28956620975956,138.24490105299574,green
shiba_inu_172,shiba_inu,dog,train,144.6019616438356,124.02847123287671,61.484931506849314,55.681246920463465,38.85744907084291,43.04505823778149,110.03845479452055,58.34089713319812,137.58375422908787,red
boxer_137,boxer,dog,train,142.97925333333333,121.46872533333334,75.14578133333333,67.14816045315233,54.908117947731334,48.970950366545345,113.19792,64.09688016767396,171.027228767429,red
samoyed_148,samoyed,dog,train,90.525632,100.71231466666667,81.44704533333334,69.85911505548695,66.46319478590215,74.98147907185873,90.89499733333334,70.95927087339919,211.3037889132478,green
american_pit_bull_terrier_136,american_pit_bull_terrier,dog,train,120.95548148148148,132.3320740740741,111.3966962962963,38.39840066535355,36.388375750677206,37.8047633023249,121.56141728395062,38.50301698316797,112.59153971835566,green
Ragdoll_153,Ragdoll,cat,train,162.54178313253013,157.31327228915663,150.56049638554217,52.64371424349486,52.01861585444515,52.50270673866203,156.80518393574297,52.61810241849086,157.16503683660204,red
Siamese_133,Siamese,cat,train,145.71677245508982,128.67076047904192,110.70774850299401,87.22376951144439,92.57512309312966,97.09596013888023,128.36509381237525,93.48568675826185,276.8948527434543,red
german_shorthaired_109,german_shorthaired,dog,train,99.2192895522388,109.13686567164179,77.06363582089553,56.281575165742694,50.5761932878448,64.94933358065803,95.1399303482587,59.11370612923417,171.80710203424553,green
saint_bernard_108,saint_bernard,dog,train,177.05682882882883,164.40764564564566,158.66365165165166,54.47538774146785,61.169902158929204,68.81206664121699,166.70937537537537,62.240197991621706,184.45735654161405,red
chihuahua_107,chihuahua,dog,train,132.70985185185185,109.67527407407407,101.82623703703703,49.43725817168297,48.85738631483085,54.59865049671437,114.73712098765432,52.685961452089316,152.8932949832282,red
leonberger_17,leonberger,dog,train,127.57642133333333,136.29953066666667,142.92616533333333,55.42954677588097,60.956290340265525,69.09730583586774,135.6007057777778,62.399469859853504,185.48314295201425,blue
saint_bernard_117,saint_bernard,dog,train,112.65172752043597,100.79844141689374,77.59057765667575,51.932455849739405,56.865986881927554,58.75197734553095,97.01358219800181,57.788825709057264,167.5504200771979,red
