image_id,breed,species,split,sharpness,brightness,contrast,file_size_kb,area,aspect_ratio,quality_score,size_category,orientation
leonberger_171,leonberger,dog,train,699.0609041706465,128.56233428844317,65.93096086503967,100.5087890625,174500,1.4326647564469914,1.8625365296384675,medium,landscape
pug_127,pug,dog,train,261.11271926201294,113.2222098306485,68.38542490499842,46.5791015625,80700,1.1152416356877324,1.3889756343145403,small,square
yorkshire_terrier_168,yorkshire_terrier,dog,train,664.2565619927232,147.83052728799328,75.04079096322849,104.708984375,198500,0.794,1.9943920296171385,medium,portrait
american_pit_bull_terrier_120,american_pit_bull_terrier,dog,train,1272.637777777778,82.73460806697108,55.29996281660252,20.19140625,87600,1.0273972602739727,2.1500868493436895,small,square
boxer_133,boxer,dog,train,970.8084178743961,37.2708152173913,59.561541061416335,111.138671875,184000,1.358695652173913,1.7125838881646038,medium,landscape
saint_bernard_167,saint_bernard,dog,train,1314.7023143143144,91.41063263263263,67.30085307248683,108.6630859375,166500,1.5015015015015014,2.3461839141867618,medium,landscape
Sphynx_111,Sphynx,cat,train,1124.6473855421684,68.03645783132531,68.45514422764838,85.21484375,166000,0.664,2.076008466372869,medium,portrait
Bombay_10,Bombay,cat,train,472.01264948148156,149.93839644444444,98.77404995522608,68.693359375,187500,1.3333333333333333,2.0477468605805833,medium,landscape
Sphynx_162,Sphynx,cat,train,1248.5816245647354,130.97167331434,44.97093605137402,116.3046875,175500,1.4245014245014245,2.21190539023275,medium,landscape
shiba_inu_101,shiba_inu,dog,train,1174.9063774814815,104.34459733333334,74.08655416928136,104.74609375,187500,0.75,2.3249664185207,medium,portrait
beagle_125,beagle,dog,train,5801.326953620287,150.37367567567568,55.47813078248073,171.865234375,166500,1.5015015015015014,6.9458089503693135,medium,landscape
Maine_Coon_142,Maine_Coon,cat,train,410.6667792592592,71.73696,52.42207895494417,66.53125,187500,1.3333333333333333,1.2162089805734069,medium,landscape
pomeranian_169,pomeranian,dog,train,146.81569551117937,171.29195596518178,46.01693559228786,8.068359375,65100,0.7233333333333334,1.2787182120818295,small,portrait
Siamese_141,Siamese,cat,train,278.13575585185185,152.34852622222223,71.18821319201955,110.50390625,187500,1.3333333333333333,1.587463088643507,medium,landscape
pug_130,pug,dog,train,1423.3134814814814,97.8526074074074,56.915233473557635,12.8203125,67500,1.3333333333333333,2.376201531540224,small,landscape
scottish_terrier_170,scottish_terrier,dog,train,101.48240237037035,62.10070755555556,41.003228124806476,86.68359375,187500,1.3333333333333333,0.7550468701108098,medium,landscape
boxer_161,boxer,dog,train,2706.0582245310243,131.0044502164502,84.02459454996782,124.7822265625,192500,1.2987012987012987,4.060047112055997,medium,landscape
yorkshire_terrier_107,yorkshire_terrier,dog,train,830.4004844844842,121.92297297297297,85.39928937289623,102.970703125,166500,0.666,2.162522683989811,medium,portrait
newfoundland_159,newfoundland,dog,train,1901.8894992592593,133.21966755555556,64.9015347494318,186.2666015625,187500,1.3333333333333333,3.073334915598893,medium,landscape
Persian_122,Persian,cat,train,238.7283159722222,120.94430121527778,46.02305794841493,39.41796875,153600,0.6666666666666666,1.1732502727711862,medium,portrait
great_pyrenees_129,great_pyrenees,dog,train,12592.915640417117,115.61006256742179,63.4489410241295,166.9189453125,154500,1.6181229773462784,13.680777845040458,medium,landscape
pomeranian_114,pomeranian,dog,train,833.3235652824543,133.90417508417508,69.03975577208566,11.33984375,59400,0.66,2.048835535098115,small,portrait
scottish_terrier_14,scottish_terrier,dog,train,9541.800910222222,138.24135466666667,59.911431893090594,167.7646484375,187500,0.75,10.683038188630253,medium,portrait
Birman_149,Birman,cat,train,782.3812168674698,169.12866265060242,54.295362654297634,95.61328125,166000,0.664,1.988584500863789,medium,portrait
Sphynx_150,Sphynx,cat,train,366.39194243641236,181.83878313253012,89.07054562241694,63.0888671875,166000,0.664,1.9701906658469746,medium,portrait
shiba_inu_112,shiba_inu,dog,train,11331.476695703705,102.85046222222222,48.957125707746854,199.9267578125,187500,1.3333333333333333,12.224383098750671,medium,landscape
Russian_Blue_122,Russian_Blue,cat,train,3694.1010002962967,104.43259911111112,55.72669781280941,138.111328125,187500,1.3333333333333333,4.660907582781689,medium,landscape
Sphynx_179,Sphynx,cat,train,1134.479422222222,103.44575362318841,71.61374750174471,138.7158203125,230000,0.92,2.256286519291388,medium,square
english_cocker_spaniel_128,english_cocker_spaniel,dog,train,595.9778121481481,98.212016,31.905239421591517,102.1005859375,187500,1.3333333333333333,1.3001753671483771,medium,landscape
Maine_Coon_155,Maine_Coon,cat,train,313.84350617283957,85.4246066066066,52.76081810821211,88.576171875,166500,1.5015015015015014,1.176450144535771,medium,landscape
Maine_Coon_124,Maine_Coon,cat,train,4088.4243963963972,130.65452852852852,72.96243688370714,141.6826171875,166500,0.666,5.330419465345345,medium,portrait
american_pit_bull_terrier_156,american_pit_bull_terrier,dog,train,260.41463776437934,127.25567039908125,34.089602699428546,5.953125,46440,0.9953703703703703,1.100352509460944,small,square
wheaten_terrier_167,wheaten_terrier,dog,train,368.5102992592593,113.02988444444445,56.36877820831101,101.646484375,187500,1.3333333333333333,1.3754525301441123,medium,landscape
Sphynx_176,Sphynx,cat,train,484.6882774410775,91.72958787878788,66.39392804560599,83.1904296875,165000,0.66,1.5083514319315996,medium,portrait
basset_hound_171,basset_hound,dog,train,258.08709642976305,63.09717117117117,68.65643459441326,67.9052734375,166500,1.5015015015015014,1.1920913293196649,medium,landscape
Ragdoll_10,Ragdoll,cat,train,594.5144877037037,91.661456,65.88074054400671,121.7021484375,187500,1.3333333333333333,1.6127785833398494,medium,landscape
Russian_Blue_135,Russian_Blue,cat,train,616.4418474531539,194.3629976247031,68.42948744600325,97.513671875,210500,1.187648456057007,2.0629445557355512,medium,square
Sphynx_160,Sphynx,cat,train,5189.217459976106,105.46557168458781,68.37710843593983,135.4169921875,186000,1.3440860215053763,6.286579021529966,medium,landscape
japanese_chin_17,japanese_chin,dog,train,1279.1511005010318,102.88631653404067,56.27570798747288,113.9814453125,188500,1.3262599469496021,2.2453839314896458,medium,landscape
german_shorthaired_117,german_shorthaired,dog,train,1127.8715365925925,155.20904711111112,74.04150861491141,111.8515625,187500,1.3333333333333333,2.4769495525892014,medium,landscape
japanese_chin_159,japanese_chin,dog,train,616.727805398619,67.35577401129943,69.52038626608359,92.8955078125,177000,1.4124293785310735,1.5760719582998448,medium,landscape
Abyssinian_158,Abyssinian,cat,train,70.51729777777778,52.32215822222222,29.070394941931124,102.044921875,187500,1.3333333333333333,0.566406181401882,medium,landscape
Bombay_130,Bombay,cat,train,1583.5736354137737,187.94335991747013,102.28061090989974,60.7138671875,84010,1.1439114391143912,3.34341252850285,small,square
Maine_Coon_134,Maine_Coon,cat,train,949.0319412746079,29.961467467467468,49.907957310749794,68.2041015625,166500,0.666,1.5656074652349192,medium,portrait
boxer_149,boxer,dog,train,1545.8327360000003,89.88684622222222,67.54114056714961,136.7001953125,187500,1.3333333333333333,2.573741577837074,medium,landscape
wheaten_terrier_118,wheaten_terrier,dog,train,1526.6860503703708,77.95634311111111,58.9297476875686,175.62109375,187500,0.75,2.421694676701394,medium,portrait
keeshond_136,keeshond,dog,train,8052.983964276333,125.73014972419227,70.25869094739728,203.7705078125,211500,1.1820330969267139,9.248630284433414,medium,square
pug_172,pug,dog,train,194.5879637860082,56.16374814814815,51.83637986879487,8.4404296875,67500,0.75,0.9332017552117927,small,portrait
Ragdoll_131,Ragdoll,cat,train,637.9227103825139,120.98020218579235,43.413717704356806,90.3994140625,183000,1.366120218579235,1.5464920528605617,medium,landscape
Abyssinian_1,Abyssinian,cat,train,134.92937129629632,69.57810416666666,38.81477181242034,31.603515625,240000,1.5,0.795932399878016,medium,landscape
scottish_terrier_168,scottish_terrier,dog,train,4548.169017852385,96.20529816147082,56.607360570251316,198.0419921875,208500,1.1990407673860912,5.49151830261949,medium,square
Abyssinian_107,Abyssinian,cat,train,813.613357142857,143.9852544642857,59.10737486324307,147.4169921875,224000,1.1160714285714286,1.9693351624979767,medium,square
staffordshire_bull_terrier_100,staffordshire_bull_terrier,dog,train,6509.602803667744,139.44984789644013,84.69662267489475,115.623046875,206000,0.824,7.903431179030182,medium,square
Maine_Coon_186,Maine_Coon,cat,train,3385.80392932382,122.7282996941896,58.48447613313004,114.359375,163500,0.654,4.451936140436256,medium,portrait
Bengal_16,Bengal,cat,train,1473.2784344344343,91.28826226226226,56.26725454380358,97.0244140625,166500,1.5015015015015014,2.393944165214675,medium,landscape
Bengal_126,Bengal,cat,train,5723.145219251337,116.80830481283422,59.099355689999214,192.8935546875,187000,1.3368983957219251,6.772210559731071,medium,landscape
miniature_pinscher_123,miniature_pinscher,dog,train,708.6300576131686,120.34067654320988,50.64476986621174,11.400390625,67500,0.75,1.6870019780133638,small,portrait
shiba_inu_174,shiba_inu,dog,train,6409.841490962963,75.74321244444444,56.138206816710436,221.3125,187500,0.75,7.268255764794555,medium,portrait
Birman_147,Birman,cat,train,509.21331057563583,61.420477911646586,73.88238464326132,78.4013671875,166000,1.5060240963855422,1.4889017762696084,medium,landscape
Sphynx_121,Sphynx,cat,train,737.0080479041918,91.22247904191617,65.91869891274676,79.1953125,167000,0.668,1.7539302489607427,medium,portrait
Russian_Blue_10,Russian_Blue,cat,train,798.4353920566796,104.69796852646638,63.95409739681767,26.8271484375,81550,0.6657142857142857,1.848556634756097,small,portrait
Persian_126,Persian,cat,train,505.77883358024695,159.09202814814816,41.09829172449629,152.9296875,225000,1.1111111111111112,1.540652057288536,medium,square
Abyssinian_118,Abyssinian,cat,train,235.0728968968969,75.34976976976976,33.62373029105684,59.1953125,166500,0.666,0.8667994930222487,medium,portrait
miniature_pinscher_126,miniature_pinscher,dog,train,494.97562225732844,71.45644549763033,73.48186296735965,9.2255859375,63300,0.7033333333333334,1.5100156068235928,small,portrait
great_pyrenees_102,great_pyrenees,dog,train,2284.506294518518,98.57000355555556,63.298457632183435,170.1474609375,187500,1.3333333333333333,3.304039904391551,medium,landscape
great_pyrenees_121,great_pyrenees,dog,train,1246.2924162601626,89.91941300813008,80.20804858979096,174.8291015625,205000,1.2195121951219512,2.400998051209563,medium,landscape
Ragdoll_180,Ragdoll,cat,train,506.2454506666667,117.45580977777777,48.24714121757582,100.822265625,187500,0.75,1.4493278815788084,medium,portrait
keeshond_171,keeshond,dog,train,1611.5201647407405,114.130848,81.94401613378628,125.052734375,187500,1.3333333333333333,2.8785322790197796,medium,landscape
Birman_148,Birman,cat,train,537.7893666666666,143.8333,73.09715525889726,91.875,160000,1.5625,1.8328130761183843,medium,landscape
american_bulldog_106,american_bulldog,dog,train,1943.8770584615384,111.10566974358974,62.75823171715616,131.72265625,162500,0.65,3.0071678844314906,medium,portrait
British_Shorthair_183,British_Shorthair,cat,train,1879.4050453333334,80.20336888888889,65.30974432132817,129.71484375,187500,0.75,2.84702550379716,medium,portrait
yorkshire_terrier_108,yorkshire_terrier,dog,train,1848.8826424918643,112.71406136680613,64.37986783733066,185.423828125,239000,0.956,2.9346972477938227,medium,square
Bombay_107,Bombay,cat,train,910.4778831275718,117.14866172839506,79.7314596796865,10.76953125,67500,1.3333333333333333,2.167198996506378,small,landscape
german_shorthaired_165,german_shorthaired,dog,train,2638.5556717037034,67.63969955555555,59.31844896854753,154.6123046875,187500,1.3333333333333333,3.4969938851364555,medium,landscape
english_cocker_spaniel_153,english_cocker_spaniel,dog,train,6231.30624911032,144.76486358244367,58.794958298344305,155.677734375,140500,1.7793594306049823,7.386961179475895,medium,landscape
scottish_terrier_10,scottish_terrier,dog,train,16679.563708126036,123.83778507462686,59.640918545281906,201.9462890625,167500,1.492537313432836,17.76161126642053,medium,landscape
Ragdoll_172,Ragdoll,cat,train,419.75868802135477,123.53679679679679,65.08190876271183,98.4345703125,166500,1.5015015015015014,1.5550358023025783,medium,landscape
scottish_terrier_145,scottish_terrier,dog,train,6974.324663703704,117.78505244444445,73.1102133144316,139.2177734375,187500,1.3333333333333333,8.167328963296821,medium,landscape
boxer_16,boxer,dog,train,300.4046809835045,96.36976844070962,75.73953244223408,88.7001953125,178500,0.714,1.4357206659576478,medium,portrait
Ragdoll_143,Ragdoll,cat,train,1213.222749057151,121.61939251523063,50.256007642609674,110.6025390625,191500,1.3054830287206267,2.192721619660623,medium,landscape
chihuahua_150,chihuahua,dog,train,123.77461866047229,189.8604452187379,34.22416517994316,10.0556640625,86100,0.9566666666666667,1.2105670360235818,small,square
Sphynx_129,Sphynx,cat,train,685.4901793842034,84.79088152610441,63.402700099488214,77.8779296875,166000,1.5060240963855422,1.6520304412657696,medium,landscape
Bengal_128,Bengal,cat,train,2119.324658682635,125.59600998003992,78.93004583412547,131.4228515625,167000,1.4970059880239521,3.4011584894946343,medium,landscape
Maine_Coon_10,Maine_Coon,cat,train,174.28397613168724,66.0103061728395,54.246466448773084,119.671875,540000,0.6666666666666666,0.9756125863952594,large,portrait
Bengal_13,Bengal,cat,train,5882.462864583332,109.1727578125,49.066566986941865,141.0234375,128000,1.953125,6.801256996462554,medium,landscape
newfoundland_127,newfoundland,dog,train,866.4347520854188,148.38144144144144,84.67054255584421,96.775390625,166500,1.5015015015015014,2.2950281832965724,medium,landscape
Ragdoll_12,Ragdoll,cat,train,245.6887714381048,88.61106306306306,70.57791604719279,73.220703125,166500,1.5015015015015014,1.2989622968632213,medium,landscape
boxer_129,boxer,dog,train,4522.696855522188,141.06821221221222,65.56036706331415,170.6201171875,166500,1.5015015015015014,5.731509201497338,medium,landscape
British_Shorthair_179,British_Shorthair,cat,train,2181.268603259259,106.44760177777778,63.160363585116315,166.2685546875,187500,1.3333333333333333,3.230313814709551,medium,landscape
boxer_128,boxer,dog,train,3992.0602495829157,125.35358158158158,70.40845042305703,140.8408203125,166500,1.5015015015015014,5.187727426682433,medium,landscape
Birman_158,Birman,cat,train,2640.3316942909764,112.40101289134438,61.811709950490105,96.0341796875,181000,0.724,3.699237079644287,medium,portrait
english_cocker_spaniel_150,english_cocker_spaniel,dog,train,663.9779955776672,152.7794776119403,62.23704025066795,90.4326171875,201000,0.804,1.8854836044056813,medium,square
pug_134,pug,dog,train,319.35914074074077,87.14832592592593,49.86017787464564,9.5009765625,67500,1.3333333333333333,1.1597190603731813,small,landscape
beagle_168,beagle,dog,train,802.0306263703702,72.68491733333333,45.79357336062985,103.7744140625,187500,1.3333333333333333,1.5450052514799368,medium,landscape
basset_hound_122,basset_hound,dog,train,1848.0884591257923,97.15891891891891,66.8495074228308,139.7744140625,166500,0.666,2.8975989016635864,medium,portrait
Birman_153,Birman,cat,train,1810.752743652744,145.6473447993448,62.36284799778332,112.71875,203500,1.2285012285012284,3.0055472816672237,medium,landscape
Egyptian_Mau_11,Egyptian_Mau,cat,train,1086.4866161011312,91.26707784431137,53.38470146084738,76.921875,167000,0.668,1.9782437399029829,medium,portrait
english_cocker_spaniel_157,english_cocker_spaniel,dog,train,424.2801887743414,159.26128659793815,76.19966237332409,114.4248046875,242500,1.0309278350515463,1.8108308775975357,medium,square
pug_16,pug,dog,train,2926.7765392592596,121.79723555555556,64.36800829537452,132.421875,187500,1.3333333333333333,4.048092840077929,medium,landscape
Abyssinian_135,Abyssinian,cat,train,295.8697991324657,109.54300900900901,38.024005668551034,62.578125,166500,0.666,1.1056902833042859,medium,portrait
pomeranian_15,pomeranian,dog,train,2232.956178962963,143.52945422222223,41.835588826366404,115.4521484375,187500,1.3333333333333333,3.214172672019655,medium,landscape
Ragdoll_149,Ragdoll,cat,train,359.0196586666666,125.43598222222222,47.30240021572449,97.0400390625,187500,0.75,1.323949473460077,medium,portrait
samoyed_11,samoyed,dog,train,4289.265195213675,120.42982153846154,65.08717011003209,124.021484375,162500,0.65,5.412410706268747,medium,portrait
Abyssinian_121,Abyssinian,cat,train,440.8681351162819,88.57894985752965,68.10618109754455,12.7255859375,56386,1.03862660944206,1.4692983769055692,small,square
Birman_161,Birman,cat,train,732.2364126036485,86.90378905472637,65.44480082782977,118.7763671875,167500,1.492537313432836,1.727483593645579,medium,landscape
British_Shorthair_106,British_Shorthair,cat,train,964.4545694814816,75.31555377777778,52.58633347629398,99.8779296875,187500,1.3333333333333333,1.7856730170984516,medium,landscape
japanese_chin_158,japanese_chin,dog,train,1920.9083128888892,67.67056711111111,53.906466651605044,112.978515625,187500,1.3333333333333333,2.7253477523896894,medium,landscape
chihuahua_154,chihuahua,dog,train,180.90619917695471,133.34746666666666,40.153672928283974,9.7080078125,67500,1.3333333333333333,1.1053741702898598,small,landscape
beagle_142,beagle,dog,train,844.8357139055225,94.49616367265469,68.09152049210903,136.9423828125,167000,1.4970059880239521,1.8963241096997687,medium,landscape
saint_bernard_123,saint_bernard,dog,train,1112.1809425981871,64.7342860020141,40.50150694421184,119.9990234375,165500,1.5105740181268883,1.7710559571462432,medium,landscape
american_bulldog_135,american_bulldog,dog,train,2015.8123898868932,94.34381836327346,45.58007288741537,117.3310546875,167000,1.4970059880239521,2.8415888770483937,medium,landscape
British_Shorthair_166,British_Shorthair,cat,train,1206.63179312646,139.95728128128127,43.244060745097535,125.2783203125,166500,0.666,2.18792448403344,medium,portrait
Abyssinian_167,Abyssinian,cat,train,455.6965268473668,108.52458002679583,49.28956620975956,15.9326171875,97030,1.0096774193548388,1.3741787772853382,small,square
shiba_inu_172,shiba_inu,dog,train,2512.562504718417,110.03845479452055,58.34089713319812,119.4423828125,182500,1.36986301369863,3.527494828185773,medium,landscape
boxer_137,boxer,dog,train,8584.790693925925,113.19792,64.09688016767396,208.5712890625,187500,1.3333333333333333,9.66967290736737,medium,landscape
samoyed_148,samoyed,dog,train,2832.8586571851856,90.89499733333334,70.95927087339919,165.08984375,187500,1.3333333333333333,3.898902335853818,medium,landscape
american_pit_bull_terrier_136,american_pit_bull_terrier,dog,train,992.657455144033,121.56141728395062,38.50301698316797,14.7099609375,67500,1.3333333333333333,1.8543990653049307,small,landscape
Ragdoll_153,Ragdoll,cat,train,752.2334082998659,156.80518393574297,52.61810241849086,165.720703125,207500,1.2048192771084338,1.8933367224288644,medium,landscape
Siamese_133,Siamese,cat,train,1685.8830898203594,128.36509381237525,93.48568675826185,105.4921875,167000,0.668,3.1241324821573904,medium,portrait
german_shorthaired_109,german_shorthaired,dog,train,7255.881268325043,95.1399303482587,59.11370612923417,181.283203125,167500,1.492537313432836,8.220116095688986,medium,landscape
saint_bernard_108,saint_bernard,dog,train,4369.106445111779,166.70937537537537,62.240197991621706,147.568359375,166500,1.5015015015015014,5.6452706814020175,medium,landscape
chihuahua_107,chihuahua,dog,train,4166.840934979424,114.73712098765432,52.685961452089316,19.64453125,67500,1.3333333333333333,5.14365004356955,small,landscape
leonberger_17,leonberger,dog,train,2752.925282370371,135.6007057777778,62.399469859853504,152.0048828125,187500,1.3333333333333333,3.9086874546072505,medium,landscape
saint_bernard_117,saint_bernard,dog,train,277.07454919769907,97.01358219800181,57.788825709057264,101.091796875,183500,0.734,1.2354082266725925,medium,portrait
american_bulldog_104,american_bulldog,dog,train,840.3933601070953,92.0328875502008,48.949282156431316,89.5087890625,166000,1.5060240963855422,1.6907994661819998,medium,landscape
staffordshire_bull_terrier_140,staffordshire_bull_terrier,dog,train,1011.6839561481484,99.98020266666667,58.482610513810315,123.296875,187500,1.3333333333333333,1.9885892874300424,medium,landscape
keeshond_123,keeshond,dog,train,635.0905425425427,93.20895095095095,50.603616937999654,80.6162109375,166500,1.5015015015015014,1.5066520097694056,medium,landscape
english_setter_162,english_setter,dog,train,1780.498876444444,136.49334933333333,51.287374337504346,120.6787109375,187500,0.75,2.8286406564207947,medium,portrait
basset_hound_11,basset_hound,dog,train,3799.130714074075,127.373424,79.58900275697363,184.5869140625,187500,0.75,5.094524365173223,medium,portrait
leonberger_102,leonberger,dog,train,1558.0084444444444,180.90958378378377,53.692353605691906,116.1455078125,185000,0.74,2.8043813286730646,medium,portrait
pug_144,pug,dog,train,454.24839631509684,99.77215454032712,76.1661943628318,8.888671875,59100,0.6566666666666666,1.6071736910819525,small,portrait
Bengal_167,Bengal,cat,train,636.5351242798353,104.96604444444445,54.55267666183635,13.1943359375,67500,1.3333333333333333,1.5936934377391574,small,landscape
miniature_pinscher_127,miniature_pinscher,dog,train,798.2298238683129,106.5655061728395,62.76721854404682,14.662109375,67500,1.3333333333333333,1.8438059550846222,small,landscape
samoyed_127,samoyed,dog,train,1377.4400332739158,77.06675935828876,62.29582939160026,124.8505859375,187000,1.3368983957219251,2.302620912908698,medium,landscape
boxer_108,boxer,dog,train,1008.3513635555554,155.4819591111111,94.6941595938894,102.3818359375,187500,0.75,2.5650261324791988,medium,portrait
havanese_153,havanese,dog,train,4640.099250962962,103.32705244444445,64.11648466336463,155.76953125,187500,1.3333333333333333,5.686468224829724,medium,landscape
Birman_164,Birman,cat,train,236.77762143377348,136.59640388999716,52.408512174037746,35.4521484375,112288,1.103448275862069,1.2965349152917869,medium,square
wheaten_terrier_10,wheaten_terrier,dog,train,1776.6577200917734,116.02707767944936,64.39402367830166,146.5166015625,169500,0.678,2.8756061046373365,medium,portrait
english_cocker_spaniel_136,english_cocker_spaniel,dog,train,683.2839919678715,127.65538554216867,68.12115494408192,95.54296875,166000,0.664,1.8651048964760188,medium,portrait
english_setter_105,english_setter,dog,train,1242.6082868148148,89.84135644444444,67.38040688673735,112.900390625,187500,0.75,2.2687314005623627,medium,portrait
chihuahua_104,chihuahua,dog,train,415.16364444444446,105.91508333333333,59.147259683341304,10.42578125,60000,1.5,1.4219895092517136,small,landscape
boxer_17,boxer,dog,train,1200.9401377777779,73.130495,77.568066621441,113.5068359375,200000,0.8,2.2634070588941486,medium,square
staffordshire_bull_terrier_141,staffordshire_bull_terrier,dog,train,779.6332645925927,84.06696711111111,58.01973706196334,103.7978515625,187500,1.3333333333333333,1.6895050160401128,medium,landscape
Abyssinian_117,Abyssinian,cat,train,214.68741036298144,110.78732668329177,52.20891747895852,79.8896484375,200500,1.2468827930174564,1.1712366897929265,medium,landscape
Bengal_104,Bengal,cat,train,1788.9182634989202,100.7457048236141,59.94352011036494,173.5390625,231500,1.079913606911447,2.783434659989292,medium,square
Persian_100,Persian,cat,train,1866.1125375914842,159.83877844311377,57.77612229122679,126.6298828125,167000,1.4970059880239521,3.0706924994963556,medium,landscape
samoyed_125,samoyed,dog,train,754.8633986928106,116.45458683473389,76.00196045936465,146.353515625,238000,1.050420168067227,1.9715676575403154,medium,square
pug_117,pug,dog,train,3195.071183183183,97.39925325325325,55.28962532801103,183.587890625,166500,1.5015015015015014,4.129925292358404,medium,landscape
english_setter_118,english_setter,dog,train,1011.0343930597268,66.5287967967968,41.05190900319444,113.1650390625,166500,1.5015015015015014,1.6824507254320507,medium,landscape
staffordshire_bull_terrier_144,staffordshire_bull_terrier,dog,train,5457.582084740741,130.96481066666666,58.28701261039335,165.3232421875,187500,1.3333333333333333,6.554039703655132,medium,landscape
Bengal_124,Bengal,cat,train,820.7064606169512,110.97895597484276,48.32495058613716,113.138671875,185500,1.3477088948787062,1.7391675585365298,medium,landscape
american_bulldog_150,american_bulldog,dog,train,933.3194637391883,34.00899600798403,59.74390713729665,54.75390625,167000,1.4970059880239521,1.6641271469081704,medium,landscape
chihuahua_126,chihuahua,dog,train,334.5830255144033,63.91646913580247,36.872277925086884,10.189453125,67500,1.3333333333333333,0.953958624905674,small,landscape
Ragdoll_139,Ragdoll,cat,train,202.23133333333328,81.42622107081175,84.0198550667838,82.37109375,193000,1.2953367875647668,1.3617483980043545,medium,landscape
havanese_132,havanese,dog,train,399.1366644444445,92.121555,64.3305849192174,99.6259765625,200000,1.25,1.4037035136366185,medium,landscape
Bombay_152,Bombay,cat,train,58.26668960389777,121.23222522779044,61.660162689085475,61.3974609375,280960,1.457858769931663,1.1502888075841269,medium,landscape
