image_id,breed,species,split,width,height,area,aspect_ratio,file_size_bytes,file_size_kb,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,sharpness,size_category,orientation
chihuahua_122,chihuahua,dog,train,300,225,67500,1.3333333333333333,7519,7.3427734375,90.9769925925926,90.36444444444444,90.2881037037037,52.10758319299341,51.84080627325928,51.80959073909192,90.54318024691358,51.92041447417365,169.98414156378598,small,landscape
keeshond_16,keeshond,dog,train,500,375,187500,1.3333333333333333,198729,194.0712890625,95.48409066666666,95.58794666666667,84.47951466666666,53.098399500924764,51.980219045809484,56.450344637426845,91.85051733333333,54.12801962261044,6410.507154962962,medium,landscape
basset_hound_129,basset_hound,dog,train,333,500,166500,0.666,140549,137.2548828125,128.97535735735735,89.90299099099099,64.77866066066066,51.88462286108227,53.978371550630094,60.433906914852216,94.55233633633634,61.511430756898775,540.7338084751418,medium,portrait
shiba_inu_146,shiba_inu,dog,train,500,375,187500,1.3333333333333333,180217,175.9931640625,121.13791466666666,108.328112,106.18648533333334,61.79257028325835,60.60009026271101,60.90517225343558,111.88417066666666,61.45695956981226,3802.0705931851844,medium,landscape
havanese_161,havanese,dog,train,333,500,166500,0.666,83290,81.337890625,122.45226426426426,108.69604204204204,102.84060660660661,37.838476024357,46.759473610407035,47.759058500154545,111.32963763763763,45.09929269834191,645.5289476142808,medium,portrait
beagle_117,beagle,dog,train,500,332,166000,1.5060240963855422,71923,70.2373046875,123.48987951807229,103.36062650602409,64.69063855421686,39.931140201806464,38.45696009630298,29.909679806015628,97.18038152610441,43.7949433715204,146.42033199464524,medium,landscape
chihuahua_168,chihuahua,dog,train,248,300,74400,0.8266666666666667,10734,10.482421875,192.07525537634407,118.0153629032258,103.28850806451612,50.83951790932109,85.78047229970504,81.4236135347303,137.79304211469534,83.86701574886334,248.48420848267622,small,square
Persian_128,Persian,cat,train,500,334,167000,1.4970059880239521,81241,79.3369140625,122.22005389221557,112.63074850299401,115.62216167664671,50.712256383857685,49.52303843633359,55.46652687405854,116.82432135728543,52.11827912786475,476.81736526946105,medium,landscape
British_Shorthair_122,British_Shorthair,cat,train,500,346,173000,1.4450867052023122,80000,78.125,140.69859537572253,99.0461098265896,87.77375722543353,41.46835110891584,54.32526962775702,69.0962401149297,109.17282080924855,60.55161468104993,491.8794065510597,medium,landscape
leonberger_171,leonberger,dog,train,500,349,174500,1.4326647564469914,102921,100.5087890625,148.78955873925503,130.0363094555874,106.8611346704871,70.65417145294744,63.87414003114132,55.55629412322948,128.56233428844317,65.93096086503967,699.0609041706465,medium,landscape
pug_127,pug,dog,train,300,269,80700,1.1152416356877324,47697,46.5791015625,116.26722428748451,114.6736926889715,108.72571251548946,67.13690947224947,71.11088731196197,66.58812737189655,113.2222098306485,68.38542490499842,261.11271926201294,small,square
yorkshire_terrier_168,yorkshire_terrier,dog,train,397,500,198500,0.794,107222,104.708984375,162.65724937027707,146.61037279596977,134.223959697733,69.58094887566979,74.25308131551643,78.30627846856224,147.83052728799328,75.04079096322849,664.2565619927232,medium,portrait
american_pit_bull_terrier_120,american_pit_bull_terrier,dog,train,300,292,87600,1.0273972602739727,20676,20.19140625,82.75573059360731,106.03843607305936,59.40965753424658,50.17706059628035,57.28073297104317,47.83634308260629,82.73460806697108,55.29996281660252,1272.637777777778,small,square
boxer_133,boxer,dog,train,500,368,184000,1.358695652173913,113806,111.138671875,46.197021739130435,37.495320652173916,28.120103260869566,70.41270356789425,54.294343626581316,50.729122330063056,37.2708152173913,59.561541061416335,970.8084178743961,medium,landscape
saint_bernard_167,saint_bernard,dog,train,500,333,166500,1.5015015015015014,111271,108.6630859375,90.41365765765765,91.6769009009009,92.14133933933934,67.84760718149809,66.25971606745009,67.771438741384,91.41063263263263,67.30085307248683,1314.7023143143144,medium,landscape
Sphynx_111,Sphynx,cat,train,332,500,166000,0.664,87260,85.21484375,87.25976506024097,62.608,54.24160843373494,74.09644649751324,65.6299578861993,60.59244171375039,68.03645783132531,68.45514422764838,1124.6473855421684,medium,portrait
Bombay_10,Bombay,cat,train,500,375,187500,1.3333333333333333,70342,68.693359375,148.54208533333335,155.84164266666667,145.43146133333335,99.78296915222543,97.27795869710279,98.95547578477752,149.93839644444444,98.77404995522608,472.01264948148156,medium,landscape
Sphynx_162,Sphynx,cat,train,500,351,175500,1.4245014245014245,119096,116.3046875,99.15023361823361,125.9777321937322,167.78705413105413,42.66321667010302,30.973975932331395,29.911574505273567,130.97167331434,44.97093605137402,1248.5816245647354,medium,landscape
shiba_inu_101,shiba_inu,dog,train,375,500,187500,0.75,107260,104.74609375,105.02349866666667,104.78126933333333,103.229024,81.19358288156847,73.81681844196956,66.50741196794756,104.34459733333334,74.08655416928136,1174.9063774814815,medium,portrait
beagle_125,beagle,dog,train,500,333,166500,1.5015015015015014,175990,171.865234375,167.09747747747747,162.12966966966968,121.89387987987988,50.526541649456924,50.05718498237096,54.27548337764784,150.37367567567568,55.47813078248073,5801.326953620287,medium,landscape
Maine_Coon_142,Maine_Coon,cat,train,500,375,187500,1.3333333333333333,68128,66.53125,76.09978133333334,73.997664,65.11343466666666,52.49523194556962,53.51477398386062,50.56309517730617,71.73696,52.42207895494417,410.6667792592592,medium,landscape
pomeranian_169,pomeranian,dog,train,217,300,65100,0.7233333333333334,8262,8.068359375,195.1805683563748,157.75142857142856,160.94387096774193,37.79846354921752,41.31910728696169,48.53440082095814,171.29195596518178,46.01693559228786,146.81569551117937,small,portrait
Siamese_141,Siamese,cat,train,500,375,187500,1.3333333333333333,113156,110.50390625,155.70643733333333,160.62917333333334,140.709968,70.37908274214671,70.99438642305908,70.67224476487809,152.34852622222223,71.18821319201955,278.13575585185185,medium,landscape
pug_130,pug,dog,train,300,225,67500,1.3333333333333333,13128,12.8203125,97.8526074074074,97.8526074074074,97.8526074074074,56.915233473557876,56.915233473557876,56.915233473557876,97.8526074074074,56.915233473557635,1423.3134814814814,small,landscape
scottish_terrier_170,scottish_terrier,dog,train,500,375,187500,1.3333333333333333,88764,86.68359375,69.078288,69.481168,47.742666666666665,38.85296136704629,42.96648383747171,37.13235309298333,62.10070755555556,41.003228124806476,101.48240237037035,medium,landscape
boxer_161,boxer,dog,train,500,385,192500,1.2987012987012987,127777,124.7822265625,162.72771948051948,130.31036363636363,99.97526753246753,83.41043905793944,73.14942970810482,83.081883165844,131.0044502164502,84.02459454996782,2706.0582245310243,medium,landscape
yorkshire_terrier_107,yorkshire_terrier,dog,train,333,500,166500,0.666,105442,102.970703125,124.20962162162162,122.49583183183184,119.06346546546547,85.16101935706781,85.12671121102595,85.82788581892233,121.92297297297297,85.39928937289623,830.4004844844842,medium,portrait
newfoundland_159,newfoundland,dog,train,500,375,187500,1.3333333333333333,190737,186.2666015625,126.14704,145.548512,127.96345066666666,59.472762532426515,70.88806740149761,62.006852633235795,133.21966755555556,64.9015347494318,1901.8894992592593,medium,landscape
Persian_122,Persian,cat,train,320,480,153600,0.6666666666666666,40364,39.41796875,137.9273046875,122.57122395833333,102.334375,44.881061298815915,43.183492699535144,42.870074007910006,120.94430121527778,46.02305794841493,238.7283159722222,medium,portrait
great_pyrenees_129,great_pyrenees,dog,train,500,309,154500,1.6181229773462784,170925,166.9189453125,129.69093851132686,140.6839352750809,76.4553139158576,57.78051610072879,53.22277281817776,59.548201165557025,115.61006256742179,63.4489410241295,12592.915640417117,medium,landscape
pomeranian_114,pomeranian,dog,train,198,300,59400,0.66,11612,11.33984375,151.07414141414142,122.47367003367003,128.1647138047138,67.47716853939946,60.726623832438925,74.8342629399578,133.90417508417508,69.03975577208566,833.3235652824543,small,portrait
scottish_terrier_14,scottish_terrier,dog,train,375,500,187500,0.75,171791,167.7646484375,140.51384,142.67438933333332,131.53583466666666,56.567416915169574,53.83038640359699,67.829019403275,138.24135466666667,59.911431893090594,9541.800910222222,medium,portrait
Birman_149,Birman,cat,train,332,500,166000,0.664,97908,95.61328125,173.39586144578314,171.09593975903616,162.89418674698794,49.488740581252266,54.81492805551603,57.699216464904325,169.12866265060242,54.295362654297634,782.3812168674698,medium,portrait
Sphynx_150,Sphynx,cat,train,332,500,166000,0.664,64603,63.0888671875,183.93334939759035,184.18742771084337,177.39557228915663,86.8967876407411,86.78910831812229,93.20750938465163,181.83878313253012,89.07054562241694,366.39194243641236,medium,portrait
shiba_inu_112,shiba_inu,dog,train,500,375,187500,1.3333333333333333,204725,199.9267578125,122.476816,121.19223466666666,64.882336,44.09712336614202,41.7718633911176,36.57543744805479,102.85046222222222,48.957125707746854,11331.476695703705,medium,landscape
Russian_Blue_122,Russian_Blue,cat,train,500,375,187500,1.3333333333333333,141426,138.111328125,105.846144,119.01305066666667,88.43860266666667,53.51442240802319,56.692608762932224,52.613245997253486,104.43259911111112,55.72669781280941,3694.1010002962967,medium,landscape
Sphynx_179,Sphynx,cat,train,460,500,230000,0.92,142045,138.7158203125,101.31208695652174,109.35904782608695,99.66612608695652,77.69573320494177,72.52069331281476,63.52876050119745,103.44575362318841,71.61374750174471,1134.479422222222,medium,square
english_cocker_spaniel_128,english_cocker_spaniel,dog,train,500,375,187500,1.3333333333333333,104551,102.1005859375,108.31322133333333,99.99585066666667,86.326976,23.365300748397264,28.139044738282998,38.335612668841335,98.212016,31.905239421591517,595.9778121481481,medium,landscape
Maine_Coon_155,Maine_Coon,cat,train,500,333,166500,1.5015015015015014,90702,88.576171875,103.6262042042042,80.44887087087088,72.19874474474474,55.7535690596503,50.449725561545655,46.545644125019564,85.4246066066066,52.76081810821211,313.84350617283957,medium,landscape
Maine_Coon_124,Maine_Coon,cat,train,333,500,166500,0.666,145083,141.6826171875,142.63772372372372,129.1268948948949,120.19896696696696,68.61615245349815,72.6826722171723,75.65946715848042,130.65452852852852,72.96243688370714,4088.4243963963972,medium,portrait
american_pit_bull_terrier_156,american_pit_bull_terrier,dog,train,215,216,46440,0.9953703703703703,6096,5.953125,136.43852282515073,126.44166666666666,118.88682170542636,29.386411223059003,32.923815818348494,37.19864533542642,127.25567039908125,34.089602699428546,260.41463776437934,small,square
wheaten_terrier_167,wheaten_terrier,dog,train,500,375,187500,1.3333333333333333,104086,101.646484375,137.80581333333333,113.25457066666667,88.02926933333333,60.75150740136669,51.784130533490654,43.829758741137866,113.02988444444445,56.36877820831101,368.5102992592593,medium,landscape
Sphynx_176,Sphynx,cat,train,330,500,165000,0.66,85187,83.1904296875,111.7212303030303,92.78972121212121,70.67781212121213,64.13461989654773,65.00664843234821,63.571851650267845,91.72958787878788,66.39392804560599,484.6882774410775,medium,portrait
basset_hound_171,basset_hound,dog,train,500,333,166500,1.5015015015015014,69535,67.9052734375,79.3176876876877,63.26505105105105,46.708774774774774,69.51061555715961,68.65618419211287,63.74957140670733,63.09717117117117,68.65643459441326,258.08709642976305,medium,landscape
Ragdoll_10,Ragdoll,cat,train,500,375,187500,1.3333333333333333,124623,121.7021484375,98.74188266666667,88.11910933333333,88.123376,64.58356508773677,68.49416282404097,63.89937426685047,91.661456,65.88074054400671,594.5144877037037,medium,landscape
Russian_Blue_135,Russian_Blue,cat,train,500,421,210500,1.187648456057007,99854,97.513671875,192.4480760095012,194.32197624703088,196.3189406175772,68.4527284737035,69.0146346743176,67.76056449816544,194.3629976247031,68.42948744600325,616.4418474531539,medium,square
Sphynx_160,Sphynx,cat,train,500,372,186000,1.3440860215053763,138667,135.4169921875,137.618,99.21802688172043,79.56068817204302,63.54973930963189,65.26241765233024,63.12417047051212,105.46557168458781,68.37710843593983,5189.217459976106,medium,landscape
japanese_chin_17,japanese_chin,dog,train,500,377,188500,1.3262599469496021,116717,113.9814453125,105.4817771883289,101.45148010610079,101.72569230769231,53.95175231393038,56.291387190354754,58.405580715701404,102.88631653404067,56.27570798747288,1279.1511005010318,medium,landscape
german_shorthaired_117,german_shorthaired,dog,train,500,375,187500,1.3333333333333333,114536,111.8515625,167.29288,158.1492,140.18506133333332,72.70602702189484,73.65941258269036,73.1722344994094,155.20904711111112,74.04150861491141,1127.8715365925925,medium,landscape
japanese_chin_159,japanese_chin,dog,train,500,354,177000,1.4124293785310735,95125,92.8955078125,71.97109604519774,68.75690395480225,61.339322033898306,73.03727258844869,69.11510639911185,65.79095031266438,67.35577401129943,69.52038626608359,616.727805398619,medium,landscape
Abyssinian_158,Abyssinian,cat,train,500,375,187500,1.3333333333333333,104494,102.044921875,66.62856,55.328133333333334,35.009781333333336,25.876286602339903,28.615272807524455,23.095889857847222,52.32215822222222,29.070394941931124,70.51729777777778,medium,landscape
Bombay_130,Bombay,cat,train,310,271,84010,1.1439114391143912,62171,60.7138671875,188.07065825496966,188.20776098083562,187.55166051660515,101.97080056678007,101.90791638869155,102.95854977707242,187.94335991747013,102.28061090989974,1583.5736354137737,small,square
Maine_Coon_134,Maine_Coon,cat,train,333,500,166500,0.666,69841,68.2041015625,39.782222222222224,29.753003003003002,20.34917717717718,62.58777271606255,47.13056793550676,33.83793840202371,29.961467467467468,49.907957310749794,949.0319412746079,medium,portrait
boxer_149,boxer,dog,train,500,375,187500,1.3333333333333333,139981,136.7001953125,103.70789866666667,88.19936,77.75328,72.09823864337304,63.97161970429149,63.669461553988924,89.88684622222222,67.54114056714961,1545.8327360000003,medium,landscape
wheaten_terrier_118,wheaten_terrier,dog,train,375,500,187500,0.75,179836,175.62109375,86.06900266666666,79.31635733333333,68.48366933333334,63.62611460686059,56.4576858485273,54.99996639977091,77.95634311111111,58.9297476875686,1526.6860503703708,medium,portrait
keeshond_136,keeshond,dog,train,500,423,211500,1.1820330969267139,208661,203.7705078125,124.33251063829788,133.07031205673758,119.78762647754137,70.89415064070253,67.04617679012185,72.08700009756049,125.73014972419227,70.25869094739728,8052.983964276333,medium,square
pug_172,pug,dog,train,225,300,67500,0.75,8643,8.4404296875,81.93705185185185,56.474725925925924,30.079466666666665,55.46978216855784,46.50215572580091,38.430898783987715,56.16374814814815,51.83637986879487,194.5879637860082,small,portrait
Ragdoll_131,Ragdoll,cat,train,500,366,183000,1.366120218579235,92569,90.3994140625,127.06249726775957,120.4168743169399,115.4612349726776,42.13633131272719,42.73658671699622,44.54880181524799,120.98020218579235,43.413717704356806,637.9227103825139,medium,landscape
Abyssinian_1,Abyssinian,cat,train,600,400,240000,1.5,32362,31.603515625,74.218175,76.0203625,58.495775,40.98740822498803,37.4511826408972,35.37442365349366,69.57810416666666,38.81477181242034,134.92937129629632,medium,landscape
scottish_terrier_168,scottish_terrier,dog,train,500,417,208500,1.1990407673860912,202795,198.0419921875,102.48129496402878,120.05509352517986,66.07950599520383,52.35025583139845,57.89642865940711,44.77577298788771,96.20529816147082,56.607360570251316,4548.169017852385,medium,square
Abyssinian_107,Abyssinian,cat,train,500,448,224000,1.1160714285714286,150955,147.4169921875,154.83908035714285,144.90392410714287,132.21275892857142,68.13450561109143,49.60621078945375,55.863379277981565,143.9852544642857,59.10737486324307,813.613357142857,medium,square
staffordshire_bull_terrier_100,staffordshire_bull_terrier,dog,train,412,500,206000,0.824,118398,115.623046875,138.59719902912622,137.89073786407766,141.86160679611652,94.35693145453166,85.51410605057019,72.77146704087878,139.44984789644013,84.69662267489475,6509.602803667744,medium,square
Maine_Coon_186,Maine_Coon,cat,train,327,500,163500,0.654,117104,114.359375,144.79335779816515,123.1288379204893,100.26270336391437,57.37808286969617,56.607815294993735,52.65816613735066,122.7282996941896,58.48447613313004,3385.80392932382,medium,portrait
Bengal_16,Bengal,cat,train,500,333,166500,1.5015015015015014,99353,97.0244140625,96.3925885885886,94.27266666666667,83.19953153153153,54.555539106245156,51.52656518881073,61.37042979019586,91.28826226226226,56.26725454380358,1473.2784344344343,medium,landscape
Bengal_126,Bengal,cat,train,500,374,187000,1.3368983957219251,197523,192.8935546875,112.14626737967914,124.87945989304812,113.3991871657754,63.57938998175845,60.1696485706878,52.124618644723895,116.80830481283422,59.099355689999214,5723.145219251337,medium,landscape
miniature_pinscher_123,miniature_pinscher,dog,train,225,300,67500,0.75,11674,11.400390625,134.02976296296296,112.99857777777778,113.99368888888888,47.462133866936675,49.48386431562216,52.07484433027309,120.34067654320988,50.64476986621174,708.6300576131686,small,portrait
shiba_inu_174,shiba_inu,dog,train,375,500,187500,0.75,226624,221.3125,110.35104,79.06634666666666,37.812250666666664,64.31553751299376,44.54260729668029,26.200376960162274,75.74321244444444,56.138206816710436,6409.841490962963,medium,portrait
Birman_147,Birman,cat,train,500,332,166000,1.5060240963855422,80283,78.4013671875,63.40629518072289,61.56033734939759,59.29480120481928,73.88764901682485,74.54882905600192,73.14660729327089,61.420477911646586,73.88238464326132,509.21331057563583,medium,landscape
Sphynx_121,Sphynx,cat,train,334,500,167000,0.668,81096,79.1953125,97.21053892215569,90.70861676646706,85.74828143712575,66.95928870605317,65.16741893784258,65.11065971884096,91.22247904191617,65.91869891274676,737.0080479041918,medium,portrait
Russian_Blue_10,Russian_Blue,cat,train,233,350,81550,0.6657142857142857,27471,26.8271484375,38.877290006131204,150.85835683629676,124.35825873697118,57.915223888684935,33.106652040294726,31.15262385705104,104.69796852646638,63.95409739681767,798.4353920566796,small,portrait
Persian_126,Persian,cat,train,500,450,225000,1.1111111111111112,156600,152.9296875,174.09257333333332,162.45081333333334,140.7326977777778,29.399714495215505,36.96935401420014,47.568577800543316,159.09202814814816,41.09829172449629,505.77883358024695,medium,square
Abyssinian_118,Abyssinian,cat,train,333,500,166500,0.666,60616,59.1953125,87.18532132132133,74.61439039039038,64.2495975975976,32.226795569906585,31.464243333223656,33.155178618241656,75.34976976976976,33.62373029105684,235.0728968968969,medium,portrait
miniature_pinscher_126,miniature_pinscher,dog,train,211,300,63300,0.7033333333333334,9447,9.2255859375,95.19355450236966,72.54412322274881,46.631658767772514,91.82226225001789,67.55991732623728,44.968643060493505,71.45644549763033,73.48186296735965,494.97562225732844,small,portrait
great_pyrenees_102,great_pyrenees,dog,train,500,375,187500,1.3333333333333333,174231,170.1474609375,104.339024,109.65654933333333,81.71443733333334,65.89824148432878,54.89725558689171,64.98841517760444,98.57000355555556,63.298457632183435,2284.506294518518,medium,landscape
great_pyrenees_121,great_pyrenees,dog,train,500,410,205000,1.2195121951219512,179025,174.8291015625,83.44985365853658,91.40826829268293,94.90011707317073,79.62423875637896,79.44232345558395,81.11727140974078,89.91941300813008,80.20804858979096,1246.2924162601626,medium,landscape
Ragdoll_180,Ragdoll,cat,train,375,500,187500,0.75,103242,100.822265625,120.83562666666667,117.48621333333334,114.04558933333334,44.61908339198355,47.87082180822401,51.74773457469273,117.45580977777777,48.24714121757582,506.2454506666667,medium,portrait
keeshond_171,keeshond,dog,train,500,375,187500,1.3333333333333333,128054,125.052734375,114.008752,118.063584,110.320208,80.42957753257262,79.54772601661872,85.5435876430071,114.130848,81.94401613378628,1611.5201647407405,medium,landscape
Birman_148,Birman,cat,train,500,320,160000,1.5625,94080,91.875,153.25576875,144.60826875,133.6358625,71.23411929052223,72.8660173906759,73.84073979775458,143.8333,73.09715525889726,537.7893666666666,medium,landscape
american_bulldog_106,american_bulldog,dog,train,325,500,162500,0.65,134884,131.72265625,128.30340923076923,105.87954461538462,99.13405538461538,58.41187016938068,62.721892348122026,63.272509122779674,111.10566974358974,62.75823171715616,1943.8770584615384,medium,portrait
British_Shorthair_183,British_Shorthair,cat,train,375,500,187500,0.75,132828,129.71484375,95.669184,77.98157333333333,66.95934933333334,71.95995042226153,60.508270876454155,59.47327916122424,80.20336888888889,65.30974432132817,1879.4050453333334,medium,portrait
yorkshire_terrier_108,yorkshire_terrier,dog,train,478,500,239000,0.956,189874,185.423828125,130.8069539748954,117.99231380753137,89.34291631799164,66.51694128568109,61.92838578573613,57.2123288424676,112.71406136680613,64.37986783733066,1848.8826424918643,medium,square
Bombay_107,Bombay,cat,train,300,225,67500,1.3333333333333333,11028,10.76953125,112.30066666666667,120.47002962962964,118.67528888888889,78.46172522626166,81.57930750434234,78.88615923120254,117.14866172839506,79.7314596796865,910.4778831275718,small,landscape
german_shorthaired_165,german_shorthaired,dog,train,500,375,187500,1.3333333333333333,158323,154.6123046875,64.13989333333333,65.62359466666666,73.15561066666666,53.59586643752309,58.54817306878181,64.87596702416552,67.63969955555555,59.31844896854753,2638.5556717037034,medium,landscape
english_cocker_spaniel_153,english_cocker_spaniel,dog,train,500,281,140500,1.7793594306049823,159414,155.677734375,146.8462846975089,145.42827046263346,142.0200355871886,60.146950130823654,51.759225224096326,63.730384078576336,144.76486358244367,58.794958298344305,6231.30624911032,medium,landscape
scottish_terrier_10,scottish_terrier,dog,train,500,335,167500,1.492537313432836,206793,201.9462890625,114.61425074626865,136.4810985074627,120.41800597014925,61.7550586040084,57.48401959158638,57.4142480051253,123.83778507462686,59.640918545281906,16679.563708126036,medium,landscape
Ragdoll_172,Ragdoll,cat,train,500,333,166500,1.5015015015015014,100797,98.4345703125,134.84333933933934,123.3869069069069,112.38014414414414,57.65526032395644,63.9995461441053,70.9546497790269,123.53679679679679,65.08190876271183,419.75868802135477,medium,landscape
scottish_terrier_145,scottish_terrier,dog,train,500,375,187500,1.3333333333333333,142559,139.2177734375,140.38138666666666,118.84048533333333,94.13328533333333,76.21757036412528,71.48899395295274,63.5956070628005,117.78505244444445,73.1102133144316,6974.324663703704,medium,landscape
boxer_16,boxer,dog,train,357,500,178500,0.714,90829,88.7001953125,121.78545098039216,93.915837535014,73.40801680672269,78.15587185139599,73.19922818114513,67.55547556333444,96.36976844070962,75.73953244223408,300.4046809835045,medium,portrait
Ragdoll_143,Ragdoll,cat,train,500,383,191500,1.3054830287206267,113257,110.6025390625,124.43681462140992,119.55250130548303,120.86886161879896,48.48332460535485,49.890541449452265,52.19700008995545,121.61939251523063,50.256007642609674,1213.222749057151,medium,landscape
chihuahua_150,chihuahua,dog,train,287,300,86100,0.9566666666666667,10297,10.0556640625,202.97399535423926,192.89623693379792,173.71110336817654,26.375097530652276,29.831722582696386,38.55282783519828,189.8604452187379,34.22416517994316,123.77461866047229,small,square
Sphynx_129,Sphynx,cat,train,500,332,166000,1.5060240963855422,79747,77.8779296875,107.20781325301205,84.0882951807229,63.07653614457831,61.636330629032386,61.06263113253801,59.64477944051852,84.79088152610441,63.402700099488214,685.4901793842034,medium,landscape
Bengal_128,Bengal,cat,train,500,334,167000,1.4970059880239521,134577,131.4228515625,139.56808383233533,127.53461676646707,109.68532934131737,71.6772619424431,76.90773793953572,84.7661463628131,125.59600998003992,78.93004583412547,2119.324658682635,medium,landscape
Maine_Coon_10,Maine_Coon,cat,train,600,900,540000,0.6666666666666666,122544,119.671875,58.95580925925926,76.75133333333333,62.32377592592593,69.50596239387752,48.469196155909586,38.32713772011322,66.0103061728395,54.246466448773084,174.28397613168724,large,portrait
Bengal_13,Bengal,cat,train,500,256,128000,1.953125,144408,141.0234375,117.0734921875,131.868234375,78.576546875,40.83166985271154,43.9558965435249,45.93042020220508,109.1727578125,49.066566986941865,5882.462864583332,medium,landscape
newfoundland_127,newfoundland,dog,train,500,333,166500,1.5015015015015014,99098,96.775390625,154.26383183183182,149.06142342342343,141.81906906906906,86.79006614787467,84.3864807363453,82.31390522705001,148.38144144144144,84.67054255584421,866.4347520854188,medium,landscape
Ragdoll_12,Ragdoll,cat,train,500,333,166500,1.5015015015015014,74978,73.220703125,91.4426906906907,91.00755555555556,83.38294294294295,70.77035882780922,69.13942515730254,71.51173588801628,88.61106306306306,70.57791604719279,245.6887714381048,medium,landscape
boxer_129,boxer,dog,train,500,333,166500,1.5015015015015014,174715,170.6201171875,145.3978858858859,145.25973573573575,132.547015015015,65.12521341659966,63.635462258611646,67.04322459251533,141.06821221221222,65.56036706331415,4522.696855522188,medium,landscape
