image_id,breed,species,split,total_pixels,fg_pixels,boundary_pixels,bg_pixels,fg_percentage,boundary_percentage,bg_percentage,mask_coverage,mask_height,mask_width
Persian_126,Persian,cat,train,225000,52662,139287,33051,23.405333333333335,61.90533333333333,14.689333333333332,0.8531066666666667,450,500
Abyssinian_118,Abyssinian,cat,train,166500,65232,84882,16386,39.178378378378376,50.98018018018018,9.841441441441441,0.9015855855855855,500,333
miniature_pinscher_126,miniature_pinscher,dog,train,63300,17238,38216,7846,27.23222748815166,60.37282780410742,12.394944707740917,0.8760505529225908,300,211
great_pyrenees_102,great_pyrenees,dog,train,187500,64315,105563,17622,34.30133333333333,56.300266666666666,9.3984,0.906016,375,500
great_pyrenees_121,great_pyrenees,dog,train,205000,55122,123081,26797,26.888780487804876,60.039512195121944,13.07170731707317,0.8692829268292683,410,500
Ragdoll_180,Ragdoll,cat,train,187500,61284,104840,21376,32.6848,55.91466666666667,11.400533333333334,0.8859946666666667,500,375
keeshond_171,keeshond,dog,train,187500,71246,99989,16265,37.99786666666667,53.327466666666666,8.674666666666667,0.9132533333333334,375,500
Birman_148,Birman,cat,train,160000,89875,49299,20826,56.17187500000001,30.811875,13.01625,0.8698375,320,500
american_bulldog_106,american_bulldog,dog,train,162500,28956,113234,20310,17.819076923076924,69.68246153846154,12.49846153846154,0.8750153846153846,500,325
British_Shorthair_183,British_Shorthair,cat,train,187500,49449,120217,17834,26.3728,64.11573333333334,9.511466666666667,0.9048853333333333,500,375
yorkshire_terrier_108,yorkshire_terrier,dog,train,239000,63939,131449,43612,26.752719665271968,54.999581589958154,18.247698744769874,0.8175230125523013,500,478
Bombay_107,Bombay,cat,train,67500,22528,38530,6442,33.37481481481481,57.081481481481475,9.543703703703704,0.904562962962963,225,300
german_shorthaired_165,german_shorthaired,dog,train,187500,80735,90507,16258,43.05866666666667,48.2704,8.670933333333334,0.9132906666666667,375,500
english_cocker_spaniel_153,english_cocker_spaniel,dog,train,140500,23251,103430,13819,16.548754448398576,73.61565836298932,9.835587188612099,0.901644128113879,281,500
scottish_terrier_10,scottish_terrier,dog,train,167500,17827,139294,10379,10.642985074626864,83.16059701492537,6.196417910447762,0.9380358208955224,335,500
Ragdoll_172,Ragdoll,cat,train,166500,66785,70272,29443,40.11111111111111,42.20540540540541,17.683483483483485,0.8231651651651651,333,500
scottish_terrier_145,scottish_terrier,dog,train,187500,19531,153674,14295,10.416533333333334,81.95946666666667,7.6240000000000006,0.92376,375,500
boxer_16,boxer,dog,train,178500,42857,108215,27428,24.00952380952381,60.62464985994398,15.365826330532212,0.8463417366946778,500,357
Ragdoll_143,Ragdoll,cat,train,191500,121566,50282,19652,63.480939947780676,26.25691906005222,10.262140992167101,0.897378590078329,383,500
chihuahua_150,chihuahua,dog,train,86100,30318,42813,12969,35.21254355400697,49.724738675958186,15.062717770034842,0.8493728222996516,300,287
Sphynx_129,Sphynx,cat,train,166000,23768,125800,16432,14.318072289156628,75.78313253012048,9.89879518072289,0.901012048192771,332,500
Bengal_128,Bengal,cat,train,167000,69120,78306,19574,41.38922155688623,46.88982035928144,11.720958083832334,0.8827904191616767,334,500
Maine_Coon_10,Maine_Coon,cat,train,540000,195823,246773,97404,36.26351851851852,45.6987037037037,18.037777777777777,0.8196222222222223,900,600
Bengal_13,Bengal,cat,train,128000,17681,92156,18163,13.813281250000001,71.996875,14.18984375,0.8581015625,256,500
newfoundland_127,newfoundland,dog,train,166500,58329,94955,13216,35.03243243243243,57.030030030030034,7.937537537537538,0.9206246246246246,333,500
Ragdoll_12,Ragdoll,cat,train,166500,51320,94574,20606,30.822822822822822,56.8012012012012,12.375975975975976,0.8762402402402403,333,500
boxer_129,boxer,dog,train,166500,9119,151012,6369,5.476876876876877,90.69789789789789,3.8252252252252252,0.9617477477477477,333,500
British_Shorthair_179,British_Shorthair,cat,train,187500,56397,114179,16924,30.0784,60.895466666666664,9.026133333333334,0.9097386666666667,375,500
boxer_128,boxer,dog,train,166500,14358,143538,8604,8.623423423423423,86.20900900900901,5.167567567567567,0.9483243243243243,333,500
Birman_158,Birman,cat,train,181000,5490,169463,6047,3.0331491712707184,93.62596685082873,3.3408839779005524,0.9665911602209944,500,362
english_cocker_spaniel_150,english_cocker_spaniel,dog,train,201000,63871,109297,27832,31.776616915422885,54.37661691542288,13.846766169154229,0.8615323383084577,500,402
pug_134,pug,dog,train,67500,14677,46753,6070,21.743703703703705,69.26370370370371,8.992592592592592,0.910074074074074,225,300
beagle_168,beagle,dog,train,187500,111208,56843,19449,59.31093333333334,30.31626666666667,10.3728,0.896272,375,500
basset_hound_122,basset_hound,dog,train,166500,26960,115526,24014,16.19219219219219,69.38498498498498,14.422822822822823,0.8557717717717718,500,333
Birman_153,Birman,cat,train,203500,139833,49055,14612,68.71400491400492,24.105651105651106,7.18034398034398,0.9281965601965602,407,500
Egyptian_Mau_11,Egyptian_Mau,cat,train,167000,86900,49355,30745,52.035928143712574,29.55389221556886,18.410179640718564,0.8158982035928144,500,334
english_cocker_spaniel_157,english_cocker_spaniel,dog,train,242500,72553,141572,28375,29.91876288659794,58.380206185567005,11.70103092783505,0.8829896907216495,485,500
pug_16,pug,dog,train,187500,61982,99634,25884,33.05706666666667,53.138133333333336,13.8048,0.861952,375,500
Abyssinian_135,Abyssinian,cat,train,166500,68015,74612,23873,40.84984984984985,44.81201201201201,14.338138138138138,0.8566186186186187,500,333
pomeranian_15,pomeranian,dog,train,187500,50116,121481,15903,26.72853333333333,64.78986666666667,8.4816,0.915184,375,500
Ragdoll_149,Ragdoll,cat,train,187500,108035,50292,29173,57.61866666666666,26.822400000000002,15.558933333333332,0.8444106666666666,500,375
samoyed_11,samoyed,dog,train,162500,51342,79721,31437,31.595076923076924,49.05907692307692,19.345846153846153,0.8065415384615384,500,325
Abyssinian_121,Abyssinian,cat,train,56386,19800,27600,8986,35.1150994927819,48.94832050508992,15.936580002128187,0.8406341999787181,233,242
Birman_161,Birman,cat,train,167500,25940,125060,16500,15.486567164179105,74.66268656716419,9.850746268656717,0.9014925373134328,335,500
British_Shorthair_106,British_Shorthair,cat,train,187500,47065,123957,16478,25.10133333333333,66.1104,8.788266666666667,0.9121173333333333,375,500
japanese_chin_158,japanese_chin,dog,train,187500,54336,109006,24158,28.9792,58.13653333333333,12.884266666666665,0.8711573333333333,375,500
chihuahua_154,chihuahua,dog,train,67500,11268,48636,7596,16.69333333333333,72.05333333333334,11.253333333333334,0.8874666666666666,225,300
beagle_142,beagle,dog,train,167000,11053,147079,8868,6.618562874251498,88.07125748502995,5.310179640718563,0.9468982035928144,334,500
saint_bernard_123,saint_bernard,dog,train,165500,7877,149542,8081,4.759516616314199,90.35770392749245,4.8827794561933535,0.9511722054380665,331,500
american_bulldog_135,american_bulldog,dog,train,167000,13077,132310,21613,7.8305389221556885,79.22754491017963,12.941916167664672,0.8705808383233533,334,500
British_Shorthair_166,British_Shorthair,cat,train,166500,22243,130817,13440,13.359159159159159,78.56876876876878,8.072072072072071,0.9192792792792793,500,333
Abyssinian_167,Abyssinian,cat,train,97030,24592,35820,36618,25.34473874059569,36.91641760280326,37.73884365660105,0.6226115634339895,310,313
shiba_inu_172,shiba_inu,dog,train,182500,65241,93534,23725,35.74849315068493,51.251506849315064,13.0,0.87,365,500
boxer_137,boxer,dog,train,187500,65427,105394,16679,34.8944,56.21013333333333,8.895466666666668,0.9110453333333334,375,500
samoyed_148,samoyed,dog,train,187500,50122,114682,22696,26.731733333333334,61.16373333333334,12.104533333333334,0.8789546666666667,375,500
american_pit_bull_terrier_136,american_pit_bull_terrier,dog,train,67500,15562,43088,8850,23.054814814814815,63.834074074074074,13.111111111111112,0.8688888888888889,225,300
Ragdoll_153,Ragdoll,cat,train,207500,99346,71382,36772,47.87759036144578,34.400963855421686,17.72144578313253,0.8227855421686747,415,500
Siamese_133,Siamese,cat,train,167000,55191,90069,21740,33.048502994011976,53.93353293413173,13.017964071856285,0.8698203592814371,500,334
german_shorthaired_109,german_shorthaired,dog,train,167500,14137,131133,22230,8.44,78.28835820895522,13.271641791044775,0.8672835820895523,335,500
saint_bernard_108,saint_bernard,dog,train,166500,0,166500,0,0.0,100.0,0.0,1.0,333,500
chihuahua_107,chihuahua,dog,train,67500,10057,49042,8401,14.89925925925926,72.65481481481481,12.445925925925925,0.8755407407407407,225,300
leonberger_17,leonberger,dog,train,187500,9680,167441,10379,5.1626666666666665,89.30186666666667,5.535466666666667,0.9446453333333333,375,500
saint_bernard_117,saint_bernard,dog,train,183500,70499,79034,33967,38.419073569482286,43.070299727520435,18.510626702997275,0.8148937329700272,500,367
american_bulldog_104,american_bulldog,dog,train,166000,58596,91551,15853,35.29879518072289,55.15120481927711,9.55,0.9045,332,500
staffordshire_bull_terrier_140,staffordshire_bull_terrier,dog,train,187500,91291,69977,26232,48.68853333333333,37.32106666666667,13.9904,0.860096,375,500
keeshond_123,keeshond,dog,train,166500,92838,53129,20533,55.758558558558555,31.909309309309307,12.33213213213213,0.8766786786786787,333,500
english_setter_162,english_setter,dog,train,187500,24745,151635,11120,13.197333333333333,80.872,5.930666666666666,0.9406933333333334,500,375
basset_hound_11,basset_hound,dog,train,187500,35338,128514,23648,18.846933333333332,68.5408,12.612266666666667,0.8738773333333333,500,375
leonberger_102,leonberger,dog,train,185000,13049,158749,13202,7.053513513513514,85.81027027027027,7.136216216216217,0.9286378378378378,500,370
pug_144,pug,dog,train,59100,30798,21725,6577,52.111675126903556,36.75972927241963,11.12859560067682,0.8887140439932318,300,197
Bengal_167,Bengal,cat,train,67500,20136,41785,5579,29.831111111111113,61.903703703703705,8.265185185185185,0.9173481481481481,225,300
miniature_pinscher_127,miniature_pinscher,dog,train,67500,13887,48932,4681,20.57333333333333,72.49185185185185,6.934814814814814,0.9306518518518518,225,300
samoyed_127,samoyed,dog,train,187000,51107,121274,14619,27.32994652406417,64.85240641711229,7.817647058823529,0.9218235294117647,374,500
boxer_108,boxer,dog,train,187500,63131,63260,61109,33.669866666666664,33.73866666666667,32.59146666666667,0.6740853333333333,500,375
havanese_153,havanese,dog,train,187500,121041,49025,17434,64.5552,26.14666666666667,9.298133333333332,0.9070186666666666,375,500
Birman_164,Birman,cat,train,112288,90668,12492,9128,80.74593901396409,11.124964377315475,8.129096608720433,0.9187090339127957,319,352
wheaten_terrier_10,wheaten_terrier,dog,train,169500,34525,116003,18972,20.36873156342183,68.43834808259587,11.1929203539823,0.888070796460177,500,339
english_cocker_spaniel_136,english_cocker_spaniel,dog,train,166000,82577,60115,23308,49.74518072289157,36.213855421686745,14.040963855421687,0.8595903614457832,500,332
english_setter_105,english_setter,dog,train,187500,93448,73991,20061,49.83893333333334,39.461866666666666,10.699200000000001,0.893008,500,375
chihuahua_104,chihuahua,dog,train,60000,25353,28590,6057,42.254999999999995,47.65,10.095,0.89905,200,300
boxer_17,boxer,dog,train,200000,77391,82945,39664,38.6955,41.472500000000004,19.832,0.80168,500,400
staffordshire_bull_terrier_141,staffordshire_bull_terrier,dog,train,187500,35801,126034,25665,19.093866666666667,67.21813333333333,13.688,0.86312,375,500
Abyssinian_117,Abyssinian,cat,train,200500,49346,122157,28997,24.61147132169576,60.926184538653374,14.462344139650874,0.8553765586034913,401,500
Bengal_104,Bengal,cat,train,231500,65443,133742,32315,28.269114470842332,57.7719222462203,13.958963282937365,0.8604103671706264,463,500
Persian_100,Persian,cat,train,167000,128356,19827,18817,76.85988023952096,11.87245508982036,11.267664670658682,0.8873233532934132,334,500
samoyed_125,samoyed,dog,train,238000,99150,115656,23194,41.65966386554622,48.594957983193275,9.745378151260505,0.9025462184873949,476,500
pug_117,pug,dog,train,166500,16005,141705,8790,9.612612612612613,85.1081081081081,5.2792792792792795,0.9472072072072072,333,500
english_setter_118,english_setter,dog,train,166500,8695,146053,11752,5.222222222222222,87.71951951951952,7.058258258258259,0.9294174174174175,333,500
staffordshire_bull_terrier_144,staffordshire_bull_terrier,dog,train,187500,25598,142510,19392,13.652266666666666,76.00533333333334,10.3424,0.896576,375,500
Bengal_124,Bengal,cat,train,185500,50506,106851,28143,27.22695417789757,57.601617250673854,15.171428571428573,0.8482857142857143,371,500
american_bulldog_150,american_bulldog,dog,train,167000,63324,96102,7574,37.9185628742515,57.546107784431136,4.535329341317365,0.9546467065868264,334,500
chihuahua_126,chihuahua,dog,train,67500,25094,33057,9349,37.17629629629629,48.973333333333336,13.85037037037037,0.8614962962962963,225,300
Ragdoll_139,Ragdoll,cat,train,193000,100290,68394,24316,51.96373056994818,35.43730569948186,12.598963730569949,0.8740103626943005,386,500
havanese_132,havanese,dog,train,200000,80195,103818,15987,40.097500000000004,51.909000000000006,7.993500000000001,0.920065,400,500
Bombay_152,Bombay,cat,train,280960,53496,193366,34098,19.040432801822323,68.82332004555809,12.13624715261959,0.878637528473804,439,640
german_shorthaired_136,german_shorthaired,dog,train,195500,99687,65569,30244,50.990792838874675,33.539130434782614,15.470076726342711,0.8452992327365729,500,391
Maine_Coon_145,Maine_Coon,cat,train,166500,49333,100116,17051,29.629429429429425,60.12972972972973,10.240840840840841,0.8975915915915916,500,333
pug_155,pug,dog,train,67500,19887,38441,9172,29.462222222222223,56.94962962962963,13.58814814814815,0.8641185185185185,225,300
scottish_terrier_17,scottish_terrier,dog,train,166500,47721,99905,18874,28.661261261261263,60.00300300300301,11.335735735735735,0.8866426426426427,333,500
yorkshire_terrier_136,yorkshire_terrier,dog,train,67500,14814,45304,7382,21.946666666666665,67.11703703703704,10.936296296296296,0.890637037037037,225,300
saint_bernard_127,saint_bernard,dog,train,167000,85851,66161,14988,51.40778443113773,39.61736526946108,8.974850299401197,0.9102514970059881,334,500
wheaten_terrier_114,wheaten_terrier,dog,train,187500,22596,153870,11034,12.0512,82.06400000000001,5.884799999999999,0.941152,375,500
Ragdoll_122,Ragdoll,cat,train,187500,102588,64682,20230,54.71359999999999,34.49706666666666,10.789333333333333,0.8921066666666667,375,500
Ragdoll_100,Ragdoll,cat,train,167804,92509,42718,32577,55.12919835045649,25.457080880074372,19.41372076946914,0.8058627923053086,364,461
wheaten_terrier_110,wheaten_terrier,dog,train,166500,97924,40736,27840,58.81321321321321,24.466066066066066,16.72072072072072,0.8327927927927928,500,333
great_pyrenees_104,great_pyrenees,dog,train,198000,110386,63594,24020,55.75050505050505,32.11818181818182,12.131313131313131,0.8786868686868687,396,500
newfoundland_16,newfoundland,dog,train,187500,67311,99756,20433,35.8992,53.203199999999995,10.8976,0.891024,375,500
staffordshire_bull_terrier_135,staffordshire_bull_terrier,dog,train,187500,13814,163652,10034,7.367466666666667,87.28106666666666,5.351466666666667,0.9464853333333333,375,500
american_bulldog_121,american_bulldog,dog,train,166500,7670,147842,10988,4.606606606606607,88.793993993994,6.5993993993994,0.934006006006006,333,500
pomeranian_153,pomeranian,dog,train,67500,23463,38217,5820,34.760000000000005,56.617777777777775,8.622222222222224,0.9137777777777778,225,300
miniature_pinscher_11,miniature_pinscher,dog,train,187500,71898,92227,23375,38.345600000000005,49.187733333333334,12.466666666666667,0.8753333333333333,375,500
pug_173,pug,dog,train,86100,25783,50965,9352,29.94541231126597,59.192799070847855,10.861788617886178,0.8913821138211382,300,287
havanese_130,havanese,dog,train,187500,98518,71785,17197,52.54293333333333,38.285333333333334,9.171733333333334,0.9082826666666667,375,500
english_setter_143,english_setter,dog,train,198000,62798,108498,26704,31.716161616161614,54.7969696969697,13.486868686868686,0.8651313131313131,500,396
newfoundland_138,newfoundland,dog,train,166500,83603,61077,21820,50.21201201201201,36.682882882882886,13.105105105105105,0.8689489489489489,333,500
British_Shorthair_165,British_Shorthair,cat,train,166000,43702,108372,13926,26.326506024096386,65.28433734939759,8.389156626506024,0.9161084337349398,332,500
chihuahua_125,chihuahua,dog,train,87000,19075,46645,21280,21.92528735632184,53.61494252873563,24.45977011494253,0.7554022988505747,300,290
english_setter_144,english_setter,dog,train,166000,31137,114911,19952,18.75722891566265,69.22349397590362,12.019277108433734,0.8798072289156627,332,500
