image_name,breed,species,class_id,species_id,breed_id,split,image_path,bbox_path,trimap_path,has_bbox,has_trimap
Maine_Coon_155,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_155.jpg,annotations/xmls/Maine_Coon_155.xml,annotations/trimaps/Maine_Coon_155.png,True,True
Maine_Coon_124,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_124.jpg,annotations/xmls/Maine_Coon_124.xml,annotations/trimaps/Maine_Coon_124.png,True,True
american_pit_bull_terrier_156,american_pit_bull_terrier,dog,3,2,3,train,images/dog/american_pit_bull_terrier_156.jpg,annotations/xmls/american_pit_bull_terrier_156.xml,annotations/trimaps/american_pit_bull_terrier_156.png,True,True
wheaten_terrier_167,wheaten_terrier,dog,36,2,36,train,images/dog/wheaten_terrier_167.jpg,annotations/xmls/wheaten_terrier_167.xml,annotations/trimaps/wheaten_terrier_167.png,True,True
Sphynx_176,Sphynx,cat,34,1,34,train,images/cat/Sphynx_176.jpg,annotations/xmls/Sphynx_176.xml,annotations/trimaps/Sphynx_176.png,True,True
basset_hound_171,basset_hound,dog,4,2,4,train,images/dog/basset_hound_171.jpg,annotations/xmls/basset_hound_171.xml,annotations/trimaps/basset_hound_171.png,True,True
Ragdoll_10,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_10.jpg,annotations/xmls/Ragdoll_10.xml,annotations/trimaps/Ragdoll_10.png,True,True
Russian_Blue_135,Russian_Blue,cat,28,1,28,train,images/cat/Russian_Blue_135.jpg,annotations/xmls/Russian_Blue_135.xml,annotations/trimaps/Russian_Blue_135.png,True,True
Sphynx_160,Sphynx,cat,34,1,34,train,images/cat/Sphynx_160.jpg,annotations/xmls/Sphynx_160.xml,annotations/trimaps/Sphynx_160.png,True,True
japanese_chin_17,japanese_chin,dog,18,2,18,train,images/dog/japanese_chin_17.jpg,annotations/xmls/japanese_chin_17.xml,annotations/trimaps/japanese_chin_17.png,True,True
german_shorthaired_117,german_shorthaired,dog,15,2,15,train,images/dog/german_shorthaired_117.jpg,annotations/xmls/german_shorthaired_117.xml,annotations/trimaps/german_shorthaired_117.png,True,True
japanese_chin_159,japanese_chin,dog,18,2,18,train,images/dog/japanese_chin_159.jpg,annotations/xmls/japanese_chin_159.xml,annotations/trimaps/japanese_chin_159.png,True,True
Abyssinian_158,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_158.jpg,annotations/xmls/Abyssinian_158.xml,annotations/trimaps/Abyssinian_158.png,True,True
Bombay_130,Bombay,cat,8,1,8,train,images/cat/Bombay_130.jpg,annotations/xmls/Bombay_130.xml,annotations/trimaps/Bombay_130.png,True,True
Maine_Coon_134,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_134.jpg,annotations/xmls/Maine_Coon_134.xml,annotations/trimaps/Maine_Coon_134.png,True,True
boxer_149,boxer,dog,9,2,9,train,images/dog/boxer_149.jpg,annotations/xmls/boxer_149.xml,annotations/trimaps/boxer_149.png,True,True
wheaten_terrier_118,wheaten_terrier,dog,36,2,36,train,images/dog/wheaten_terrier_118.jpg,annotations/xmls/wheaten_terrier_118.xml,annotations/trimaps/wheaten_terrier_118.png,True,True
keeshond_136,keeshond,dog,19,2,19,train,images/dog/keeshond_136.jpg,annotations/xmls/keeshond_136.xml,annotations/trimaps/keeshond_136.png,True,True
pug_172,pug,dog,26,2,26,train,images/dog/pug_172.jpg,annotations/xmls/pug_172.xml,annotations/trimaps/pug_172.png,True,True
Ragdoll_131,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_131.jpg,annotations/xmls/Ragdoll_131.xml,annotations/trimaps/Ragdoll_131.png,True,True
Abyssinian_1,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_1.jpg,annotations/xmls/Abyssinian_1.xml,annotations/trimaps/Abyssinian_1.png,True,True
scottish_terrier_168,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_168.jpg,annotations/xmls/scottish_terrier_168.xml,annotations/trimaps/scottish_terrier_168.png,True,True
Abyssinian_107,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_107.jpg,annotations/xmls/Abyssinian_107.xml,annotations/trimaps/Abyssinian_107.png,True,True
staffordshire_bull_terrier_100,staffordshire_bull_terrier,dog,35,2,35,train,images/dog/staffordshire_bull_terrier_100.jpg,annotations/xmls/staffordshire_bull_terrier_100.xml,annotations/trimaps/staffordshire_bull_terrier_100.png,True,True
Maine_Coon_186,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_186.jpg,annotations/xmls/Maine_Coon_186.xml,annotations/trimaps/Maine_Coon_186.png,True,True
Bengal_16,Bengal,cat,6,1,6,train,images/cat/Bengal_16.jpg,annotations/xmls/Bengal_16.xml,annotations/trimaps/Bengal_16.png,True,True
Bengal_126,Bengal,cat,6,1,6,train,images/cat/Bengal_126.jpg,annotations/xmls/Bengal_126.xml,annotations/trimaps/Bengal_126.png,True,True
miniature_pinscher_123,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_123.jpg,annotations/xmls/miniature_pinscher_123.xml,annotations/trimaps/miniature_pinscher_123.png,True,True
shiba_inu_174,shiba_inu,dog,32,2,32,train,images/dog/shiba_inu_174.jpg,annotations/xmls/shiba_inu_174.xml,annotations/trimaps/shiba_inu_174.png,True,True
Birman_147,Birman,cat,7,1,7,train,images/cat/Birman_147.jpg,annotations/xmls/Birman_147.xml,annotations/trimaps/Birman_147.png,True,True
Sphynx_121,Sphynx,cat,34,1,34,train,images/cat/Sphynx_121.jpg,annotations/xmls/Sphynx_121.xml,annotations/trimaps/Sphynx_121.png,True,True
Russian_Blue_10,Russian_Blue,cat,28,1,28,train,images/cat/Russian_Blue_10.jpg,annotations/xmls/Russian_Blue_10.xml,annotations/trimaps/Russian_Blue_10.png,True,True
Persian_126,Persian,cat,24,1,24,train,images/cat/Persian_126.jpg,annotations/xmls/Persian_126.xml,annotations/trimaps/Persian_126.png,True,True
Abyssinian_118,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_118.jpg,annotations/xmls/Abyssinian_118.xml,annotations/trimaps/Abyssinian_118.png,True,True
miniature_pinscher_126,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_126.jpg,annotations/xmls/miniature_pinscher_126.xml,annotations/trimaps/miniature_pinscher_126.png,True,True
great_pyrenees_102,great_pyrenees,dog,16,2,16,train,images/dog/great_pyrenees_102.jpg,annotations/xmls/great_pyrenees_102.xml,annotations/trimaps/great_pyrenees_102.png,True,True
great_pyrenees_121,great_pyrenees,dog,16,2,16,train,images/dog/great_pyrenees_121.jpg,annotations/xmls/great_pyrenees_121.xml,annotations/trimaps/great_pyrenees_121.png,True,True
Ragdoll_180,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_180.jpg,annotations/xmls/Ragdoll_180.xml,annotations/trimaps/Ragdoll_180.png,True,True
keeshond_171,keeshond,dog,19,2,19,train,images/dog/keeshond_171.jpg,annotations/xmls/keeshond_171.xml,annotations/trimaps/keeshond_171.png,True,True
Birman_148,Birman,cat,7,1,7,train,images/cat/Birman_148.jpg,annotations/xmls/Birman_148.xml,annotations/trimaps/Birman_148.png,True,True
american_bulldog_106,american_bulldog,dog,2,2,2,train,images/dog/american_bulldog_106.jpg,annotations/xmls/american_bulldog_106.xml,annotations/trimaps/american_bulldog_106.png,True,True
British_Shorthair_183,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_183.jpg,annotations/xmls/British_Shorthair_183.xml,annotations/trimaps/British_Shorthair_183.png,True,True
yorkshire_terrier_108,yorkshire_terrier,dog,37,2,37,train,images/dog/yorkshire_terrier_108.jpg,annotations/xmls/yorkshire_terrier_108.xml,annotations/trimaps/yorkshire_terrier_108.png,True,True
Bombay_107,Bombay,cat,8,1,8,train,images/cat/Bombay_107.jpg,annotations/xmls/Bombay_107.xml,annotations/trimaps/Bombay_107.png,True,True
german_shorthaired_165,german_shorthaired,dog,15,2,15,train,images/dog/german_shorthaired_165.jpg,annotations/xmls/german_shorthaired_165.xml,annotations/trimaps/german_shorthaired_165.png,True,True
english_cocker_spaniel_153,english_cocker_spaniel,dog,13,2,13,train,images/dog/english_cocker_spaniel_153.jpg,annotations/xmls/english_cocker_spaniel_153.xml,annotations/trimaps/english_cocker_spaniel_153.png,True,True
scottish_terrier_10,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_10.jpg,annotations/xmls/scottish_terrier_10.xml,annotations/trimaps/scottish_terrier_10.png,True,True
Ragdoll_172,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_172.jpg,annotations/xmls/Ragdoll_172.xml,annotations/trimaps/Ragdoll_172.png,True,True
scottish_terrier_145,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_145.jpg,annotations/xmls/scottish_terrier_145.xml,annotations/trimaps/scottish_terrier_145.png,True,True
boxer_16,boxer,dog,9,2,9,train,images/dog/boxer_16.jpg,annotations/xmls/boxer_16.xml,annotations/trimaps/boxer_16.png,True,True
Ragdoll_143,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_143.jpg,annotations/xmls/Ragdoll_143.xml,annotations/trimaps/Ragdoll_143.png,True,True
chihuahua_150,chihuahua,dog,11,2,11,train,images/dog/chihuahua_150.jpg,annotations/xmls/chihuahua_150.xml,annotations/trimaps/chihuahua_150.png,True,True
Sphynx_129,Sphynx,cat,34,1,34,train,images/cat/Sphynx_129.jpg,annotations/xmls/Sphynx_129.xml,annotations/trimaps/Sphynx_129.png,True,True
Bengal_128,Bengal,cat,6,1,6,train,images/cat/Bengal_128.jpg,annotations/xmls/Bengal_128.xml,annotations/trimaps/Bengal_128.png,True,True
Maine_Coon_10,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_10.jpg,annotations/xmls/Maine_Coon_10.xml,annotations/trimaps/Maine_Coon_10.png,True,True
Bengal_13,Bengal,cat,6,1,6,train,images/cat/Bengal_13.jpg,annotations/xmls/Bengal_13.xml,annotations/trimaps/Bengal_13.png,True,True
newfoundland_127,newfoundland,dog,23,2,23,train,images/dog/newfoundland_127.jpg,annotations/xmls/newfoundland_127.xml,annotations/trimaps/newfoundland_127.png,True,True
Ragdoll_12,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_12.jpg,annotations/xmls/Ragdoll_12.xml,annotations/trimaps/Ragdoll_12.png,True,True
boxer_129,boxer,dog,9,2,9,train,images/dog/boxer_129.jpg,annotations/xmls/boxer_129.xml,annotations/trimaps/boxer_129.png,True,True
British_Shorthair_179,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_179.jpg,annotations/xmls/British_Shorthair_179.xml,annotations/trimaps/British_Shorthair_179.png,True,True
boxer_128,boxer,dog,9,2,9,train,images/dog/boxer_128.jpg,annotations/xmls/boxer_128.xml,annotations/trimaps/boxer_128.png,True,True
Birman_158,Birman,cat,7,1,7,train,images/cat/Birman_158.jpg,annotations/xmls/Birman_158.xml,annotations/trimaps/Birman_158.png,True,True
english_cocker_spaniel_150,english_cocker_spaniel,dog,13,2,13,train,images/dog/english_cocker_spaniel_150.jpg,annotations/xmls/english_cocker_spaniel_150.xml,annotations/trimaps/english_cocker_spaniel_150.png,True,True
pug_134,pug,dog,26,2,26,train,images/dog/pug_134.jpg,annotations/xmls/pug_134.xml,annotations/trimaps/pug_134.png,True,True
beagle_168,beagle,dog,5,2,5,train,images/dog/beagle_168.jpg,annotations/xmls/beagle_168.xml,annotations/trimaps/beagle_168.png,True,True
basset_hound_122,basset_hound,dog,4,2,4,train,images/dog/basset_hound_122.jpg,annotations/xmls/basset_hound_122.xml,annotations/trimaps/basset_hound_122.png,True,True
Birman_153,Birman,cat,7,1,7,train,images/cat/Birman_153.jpg,annotations/xmls/Birman_153.xml,annotations/trimaps/Birman_153.png,True,True
Egyptian_Mau_11,Egyptian_Mau,cat,12,1,12,train,images/cat/Egyptian_Mau_11.jpg,annotations/xmls/Egyptian_Mau_11.xml,annotations/trimaps/Egyptian_Mau_11.png,True,True
english_cocker_spaniel_157,english_cocker_spaniel,dog,13,2,13,train,images/dog/english_cocker_spaniel_157.jpg,annotations/xmls/english_cocker_spaniel_157.xml,annotations/trimaps/english_cocker_spaniel_157.png,True,True
pug_16,pug,dog,26,2,26,train,images/dog/pug_16.jpg,annotations/xmls/pug_16.xml,annotations/trimaps/pug_16.png,True,True
Abyssinian_135,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_135.jpg,annotations/xmls/Abyssinian_135.xml,annotations/trimaps/Abyssinian_135.png,True,True
pomeranian_15,pomeranian,dog,25,2,25,train,images/dog/pomeranian_15.jpg,annotations/xmls/pomeranian_15.xml,annotations/trimaps/pomeranian_15.png,True,True
Ragdoll_149,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_149.jpg,annotations/xmls/Ragdoll_149.xml,annotations/trimaps/Ragdoll_149.png,True,True
samoyed_11,samoyed,dog,30,2,30,train,images/dog/samoyed_11.jpg,annotations/xmls/samoyed_11.xml,annotations/trimaps/samoyed_11.png,True,True
Abyssinian_121,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_121.jpg,annotations/xmls/Abyssinian_121.xml,annotations/trimaps/Abyssinian_121.png,True,True
Birman_161,Birman,cat,7,1,7,train,images/cat/Birman_161.jpg,annotations/xmls/Birman_161.xml,annotations/trimaps/Birman_161.png,True,True
British_Shorthair_106,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_106.jpg,annotations/xmls/British_Shorthair_106.xml,annotations/trimaps/British_Shorthair_106.png,True,True
japanese_chin_158,japanese_chin,dog,18,2,18,train,images/dog/japanese_chin_158.jpg,annotations/xmls/japanese_chin_158.xml,annotations/trimaps/japanese_chin_158.png,True,True
chihuahua_154,chihuahua,dog,11,2,11,train,images/dog/chihuahua_154.jpg,annotations/xmls/chihuahua_154.xml,annotations/trimaps/chihuahua_154.png,True,True
beagle_142,beagle,dog,5,2,5,train,images/dog/beagle_142.jpg,annotations/xmls/beagle_142.xml,annotations/trimaps/beagle_142.png,True,True
saint_bernard_123,saint_bernard,dog,29,2,29,train,images/dog/saint_bernard_123.jpg,annotations/xmls/saint_bernard_123.xml,annotations/trimaps/saint_bernard_123.png,True,True
american_bulldog_135,american_bulldog,dog,2,2,2,train,images/dog/american_bulldog_135.jpg,annotations/xmls/american_bulldog_135.xml,annotations/trimaps/american_bulldog_135.png,True,True
British_Shorthair_166,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_166.jpg,annotations/xmls/British_Shorthair_166.xml,annotations/trimaps/British_Shorthair_166.png,True,True
Abyssinian_167,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_167.jpg,annotations/xmls/Abyssinian_167.xml,annotations/trimaps/Abyssinian_167.png,True,True
shiba_inu_172,shiba_inu,dog,32,2,32,train,images/dog/shiba_inu_172.jpg,annotations/xmls/shiba_inu_172.xml,annotations/trimaps/shiba_inu_172.png,True,True
boxer_137,boxer,dog,9,2,9,train,images/dog/boxer_137.jpg,annotations/xmls/boxer_137.xml,annotations/trimaps/boxer_137.png,True,True
samoyed_148,samoyed,dog,30,2,30,train,images/dog/samoyed_148.jpg,annotations/xmls/samoyed_148.xml,annotations/trimaps/samoyed_148.png,True,True
american_pit_bull_terrier_136,american_pit_bull_terrier,dog,3,2,3,train,images/dog/american_pit_bull_terrier_136.jpg,annotations/xmls/american_pit_bull_terrier_136.xml,annotations/trimaps/american_pit_bull_terrier_136.png,True,True
Ragdoll_153,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_153.jpg,annotations/xmls/Ragdoll_153.xml,annotations/trimaps/Ragdoll_153.png,True,True
Siamese_133,Siamese,cat,33,1,33,train,images/cat/Siamese_133.jpg,annotations/xmls/Siamese_133.xml,annotations/trimaps/Siamese_133.png,True,True
german_shorthaired_109,german_shorthaired,dog,15,2,15,train,images/dog/german_shorthaired_109.jpg,annotations/xmls/german_shorthaired_109.xml,annotations/trimaps/german_shorthaired_109.png,True,True
saint_bernard_108,saint_bernard,dog,29,2,29,train,images/dog/saint_bernard_108.jpg,annotations/xmls/saint_bernard_108.xml,annotations/trimaps/saint_bernard_108.png,True,True
chihuahua_107,chihuahua,dog,11,2,11,train,images/dog/chihuahua_107.jpg,annotations/xmls/chihuahua_107.xml,annotations/trimaps/chihuahua_107.png,True,True
leonberger_17,leonberger,dog,20,2,20,train,images/dog/leonberger_17.jpg,annotations/xmls/leonberger_17.xml,annotations/trimaps/leonberger_17.png,True,True
saint_bernard_117,saint_bernard,dog,29,2,29,train,images/dog/saint_bernard_117.jpg,annotations/xmls/saint_bernard_117.xml,annotations/trimaps/saint_bernard_117.png,True,True
american_bulldog_104,american_bulldog,dog,2,2,2,train,images/dog/american_bulldog_104.jpg,annotations/xmls/american_bulldog_104.xml,annotations/trimaps/american_bulldog_104.png,True,True
staffordshire_bull_terrier_140,staffordshire_bull_terrier,dog,35,2,35,train,images/dog/staffordshire_bull_terrier_140.jpg,annotations/xmls/staffordshire_bull_terrier_140.xml,annotations/trimaps/staffordshire_bull_terrier_140.png,True,True
keeshond_123,keeshond,dog,19,2,19,train,images/dog/keeshond_123.jpg,annotations/xmls/keeshond_123.xml,annotations/trimaps/keeshond_123.png,True,True
english_setter_162,english_setter,dog,14,2,14,train,images/dog/english_setter_162.jpg,annotations/xmls/english_setter_162.xml,annotations/trimaps/english_setter_162.png,True,True
basset_hound_11,basset_hound,dog,4,2,4,train,images/dog/basset_hound_11.jpg,annotations/xmls/basset_hound_11.xml,annotations/trimaps/basset_hound_11.png,True,True
leonberger_102,leonberger,dog,20,2,20,train,images/dog/leonberger_102.jpg,annotations/xmls/leonberger_102.xml,annotations/trimaps/leonberger_102.png,True,True
pug_144,pug,dog,26,2,26,train,images/dog/pug_144.jpg,annotations/xmls/pug_144.xml,annotations/trimaps/pug_144.png,True,True
Bengal_167,Bengal,cat,6,1,6,train,images/cat/Bengal_167.jpg,annotations/xmls/Bengal_167.xml,annotations/trimaps/Bengal_167.png,True,True
miniature_pinscher_127,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_127.jpg,annotations/xmls/miniature_pinscher_127.xml,annotations/trimaps/miniature_pinscher_127.png,True,True
