image_id,breed,species,split,width,height,area,normalized_area,aspect_ratio,center_x,center_y,xmin,ymin,xmax,ymax,size_category,diagonal,image_width,image_height
Russian_Blue_122,Russian_Blue,cat,train,211,248,52328,0.27908266666666665,0.8508064516129032,0.539,0.424,164,35,375,283,large,325.61480310329875,500,375
Sphynx_179,Sphynx,cat,train,231,236,54516,0.23702608695652175,0.9788135593220338,0.4467391304347826,0.244,90,4,321,240,large,330.2377931127811,460,500
english_cocker_spaniel_128,english_cocker_spaniel,dog,train,78,85,6630,0.03536,0.9176470588235294,0.462,0.4146666666666667,192,113,270,198,large,115.36463929644994,500,375
Maine_Coon_155,Maine_Coon,cat,train,150,157,23550,0.14144144144144144,0.9554140127388535,0.298,0.4099099099099099,74,58,224,215,large,217.13820483738002,500,333
Maine_Coon_124,Maine_Coon,cat,train,192,228,43776,0.26291891891891894,0.8421052631578947,0.34534534534534533,0.234,19,3,211,231,large,298.0738163609813,333,500
american_pit_bull_terrier_156,american_pit_bull_terrier,dog,train,131,113,14803,0.31875538329026704,1.1592920353982301,0.5930232558139535,0.38657407407407407,62,27,193,140,large,173.0028901492689,215,216
wheaten_terrier_167,wheaten_terrier,dog,train,189,170,32130,0.17136,1.111764705882353,0.325,0.22933333333333333,68,1,257,171,large,254.20660888340413,500,375
Sphynx_176,Sphynx,cat,train,255,237,60435,0.36627272727272725,1.0759493670886076,0.453030303030303,0.291,22,27,277,264,large,348.1292863290878,330,500
basset_hound_171,basset_hound,dog,train,267,297,79299,0.47627027027027025,0.898989898989899,0.487,0.5540540540540541,110,36,377,333,large,399.37200703103866,500,333
Ragdoll_10,Ragdoll,cat,train,136,148,20128,0.10734933333333334,0.918918918918919,0.59,0.32,227,46,363,194,large,200.9975124224178,500,375
Russian_Blue_135,Russian_Blue,cat,train,103,117,12051,0.05724940617577197,0.8803418803418803,0.559,0.3527315914489311,228,90,331,207,large,155.87815754620658,500,421
Sphynx_160,Sphynx,cat,train,145,157,22765,0.12239247311827957,0.9235668789808917,0.539,0.28360215053763443,197,27,342,184,large,213.71476317746513,500,372
japanese_chin_17,japanese_chin,dog,train,183,114,20862,0.1106737400530504,1.605263157894737,0.499,0.3660477453580902,158,81,341,195,large,215.60380330597138,500,377
german_shorthaired_117,german_shorthaired,dog,train,296,260,76960,0.41045333333333334,1.1384615384615384,0.564,0.4666666666666667,134,45,430,305,large,393.97461847179954,500,375
japanese_chin_159,japanese_chin,dog,train,200,169,33800,0.19096045197740114,1.183431952662722,0.56,0.501412429378531,180,93,380,262,large,261.8415551435639,500,354
Abyssinian_158,Abyssinian,cat,train,193,230,44390,0.23674666666666666,0.8391304347826087,0.501,0.30933333333333335,154,1,347,231,large,300.24823063591896,500,375
Bombay_130,Bombay,cat,train,78,71,5538,0.06592072372336627,1.0985915492957747,0.6741935483870968,0.1900369003690037,170,16,248,87,large,105.47511554864494,310,271
Maine_Coon_134,Maine_Coon,cat,train,106,124,13144,0.07894294294294295,0.8548387096774194,0.42342342342342343,0.208,88,42,194,166,large,163.1318485152424,333,500
boxer_149,boxer,dog,train,100,134,13400,0.07146666666666666,0.746268656716418,0.452,0.464,176,107,276,241,large,167.20047846821492,500,375
wheaten_terrier_118,wheaten_terrier,dog,train,191,208,39728,0.21188266666666666,0.9182692307692307,0.34,0.646,32,219,223,427,large,282.39157211220027,375,500
keeshond_136,keeshond,dog,train,81,109,8829,0.04174468085106383,0.7431192660550459,0.449,0.6087470449172577,184,203,265,312,large,135.80132547217644,500,423
pug_172,pug,dog,train,121,90,10890,0.16133333333333333,1.3444444444444446,0.6244444444444445,0.26666666666666666,80,35,201,125,large,150.8011936292283,225,300
Ragdoll_131,Ragdoll,cat,train,103,102,10506,0.05740983606557377,1.0098039215686274,0.317,0.16393442622950818,107,9,210,111,large,144.9586147836685,500,366
Abyssinian_1,Abyssinian,cat,train,92,86,7912,0.032966666666666665,1.069767441860465,0.6316666666666667,0.2875,333,72,425,158,large,125.93649193144932,600,400
scottish_terrier_168,scottish_terrier,dog,train,108,167,18036,0.08650359712230216,0.6467065868263473,0.474,0.420863309352518,183,92,291,259,large,198.8793604173143,500,417
Abyssinian_107,Abyssinian,cat,train,181,195,35295,0.1575669642857143,0.9282051282051282,0.369,0.3872767857142857,94,76,275,271,large,266.05638500137525,500,448
staffordshire_bull_terrier_100,staffordshire_bull_terrier,dog,train,125,130,16250,0.07888349514563107,0.9615384615384616,0.45995145631067963,0.36,127,115,252,245,large,180.34688796871433,412,500
Maine_Coon_186,Maine_Coon,cat,train,172,181,31132,0.1904097859327217,0.9502762430939227,0.4923547400611621,0.215,75,17,247,198,large,249.68980756130196,327,500
Bengal_16,Bengal,cat,train,281,284,79804,0.4793033033033033,0.9894366197183099,0.505,0.46846846846846846,112,14,393,298,large,399.520963154626,500,333
Bengal_126,Bengal,cat,train,113,93,10509,0.05619786096256685,1.2150537634408602,0.267,0.37566844919786097,77,94,190,187,large,146.3488981851247,500,374
miniature_pinscher_123,miniature_pinscher,dog,train,168,103,17304,0.25635555555555556,1.6310679611650485,0.52,0.3016666666666667,33,39,201,142,large,197.06090429103384,225,300
shiba_inu_174,shiba_inu,dog,train,87,100,8700,0.0464,0.87,0.36133333333333334,0.276,92,88,179,188,large,132.5481044753187,375,500
Birman_147,Birman,cat,train,89,101,8989,0.05415060240963855,0.8811881188118812,0.641,0.42018072289156627,276,89,365,190,large,134.61797799699713,500,332
Sphynx_121,Sphynx,cat,train,142,147,20874,0.1249940119760479,0.9659863945578231,0.6467065868263473,0.271,145,62,287,209,large,204.38444167793205,334,500
Russian_Blue_10,Russian_Blue,cat,train,86,83,7138,0.08752912323727774,1.036144578313253,0.5278969957081545,0.2557142857142857,80,48,166,131,large,119.5198728245642,233,350
Persian_126,Persian,cat,train,115,83,9545,0.04242222222222222,1.3855421686746987,0.635,0.22555555555555556,260,60,375,143,large,141.8238343861849,500,450
Abyssinian_118,Abyssinian,cat,train,256,269,68864,0.4135975975975976,0.9516728624535316,0.38738738738738737,0.337,1,34,257,303,large,371.3448532025185,333,500
miniature_pinscher_126,miniature_pinscher,dog,train,130,104,13520,0.21358609794628752,1.25,0.4928909952606635,0.44666666666666666,39,82,169,186,large,166.48123017325406,211,300
great_pyrenees_102,great_pyrenees,dog,train,186,192,35712,0.190464,0.96875,0.458,0.336,136,30,322,222,large,267.3200329193456,500,375
great_pyrenees_121,great_pyrenees,dog,train,169,138,23322,0.11376585365853659,1.2246376811594204,0.541,0.24634146341463414,186,32,355,170,large,218.1857007230309,500,410
Ragdoll_180,Ragdoll,cat,train,142,156,22152,0.118144,0.9102564102564102,0.44533333333333336,0.286,96,65,238,221,large,210.95023109728987,375,500
keeshond_171,keeshond,dog,train,180,242,43560,0.23232,0.743801652892562,0.51,0.3626666666666667,165,15,345,257,large,301.6023872584566,500,375
Birman_148,Birman,cat,train,132,167,22044,0.137775,0.7904191616766467,0.326,0.3484375,97,28,229,195,large,212.8685040112792,500,320
american_bulldog_106,american_bulldog,dog,train,156,143,22308,0.13728,1.0909090909090908,0.2523076923076923,0.163,4,10,160,153,large,211.62466774929618,325,500
British_Shorthair_183,British_Shorthair,cat,train,243,218,52974,0.282528,1.114678899082569,0.372,0.7,18,241,261,459,large,326.45520366506645,375,500
yorkshire_terrier_108,yorkshire_terrier,dog,train,174,230,40020,0.16744769874476986,0.7565217391304347,0.5669456066945606,0.256,184,13,358,243,large,288.4024965217881,478,500
Bombay_107,Bombay,cat,train,141,143,20163,0.2987111111111111,0.986013986013986,0.515,0.3933333333333333,84,17,225,160,large,200.8233054204616,300,225
german_shorthaired_165,german_shorthaired,dog,train,177,121,21417,0.114224,1.462809917355372,0.775,0.372,299,79,476,200,large,214.40615662802222,500,375
english_cocker_spaniel_153,english_cocker_spaniel,dog,train,134,131,17554,0.12493950177935943,1.0229007633587786,0.43,0.5249110320284698,148,82,282,213,large,187.39530410338463,500,281
scottish_terrier_10,scottish_terrier,dog,train,101,175,17675,0.10552238805970149,0.5771428571428572,0.149,0.29402985074626864,24,11,125,186,large,202.05444810743464,500,335
Ragdoll_172,Ragdoll,cat,train,169,222,37518,0.22533333333333333,0.7612612612612613,0.681,0.33633633633633636,256,1,425,223,large,279.00716836669267,500,333
scottish_terrier_145,scottish_terrier,dog,train,147,111,16317,0.087024,1.3243243243243243,0.443,0.3373333333333333,148,71,295,182,large,184.20097719610501,500,375
boxer_16,boxer,dog,train,161,148,23828,0.13349019607843138,1.087837837837838,0.5448179271708683,0.388,114,120,275,268,large,218.68927728629038,357,500
Ragdoll_143,Ragdoll,cat,train,370,358,132460,0.6916971279373368,1.0335195530726258,0.374,0.4699738903394256,2,1,372,359,large,514.8436655917989,500,383
chihuahua_150,chihuahua,dog,train,151,150,22650,0.26306620209059234,1.0066666666666666,0.6428571428571429,0.34,109,27,260,177,large,212.84031572989173,287,300
Sphynx_129,Sphynx,cat,train,103,91,9373,0.05646385542168675,1.1318681318681318,0.457,0.16114457831325302,177,8,280,99,large,137.44089638822936,500,332
Bengal_128,Bengal,cat,train,166,177,29382,0.17594011976047905,0.9378531073446328,0.832,0.5643712574850299,333,100,499,277,large,242.66231681083076,500,334
Maine_Coon_10,Maine_Coon,cat,train,333,376,125208,0.23186666666666667,0.8856382978723404,0.43916666666666665,0.29555555555555557,97,78,430,454,large,502.2598928841522,600,900
Bengal_13,Bengal,cat,train,43,55,2365,0.0184765625,0.7818181818181819,0.217,0.533203125,87,109,130,164,medium,69.81403870282824,500,256
newfoundland_127,newfoundland,dog,train,189,184,34776,0.20886486486486486,1.0271739130434783,0.421,0.4444444444444444,116,56,305,240,large,263.77452492611945,500,333
Ragdoll_12,Ragdoll,cat,train,96,109,10464,0.06284684684684684,0.8807339449541285,0.41,0.24174174174174173,157,26,253,135,large,145.24806367039804,500,333
boxer_129,boxer,dog,train,60,49,2940,0.017657657657657658,1.2244897959183674,0.518,0.45795795795795796,229,128,289,177,medium,77.46612162745726,500,333
British_Shorthair_179,British_Shorthair,cat,train,128,133,17024,0.09079466666666666,0.9624060150375939,0.68,0.19066666666666668,276,5,404,138,large,184.58873205046942,500,375
boxer_128,boxer,dog,train,87,106,9222,0.05538738738738739,0.8207547169811321,0.261,0.7747747747747747,87,205,174,311,large,137.13132391981054,500,333
Birman_158,Birman,cat,train,69,66,4554,0.025160220994475138,1.0454545454545454,0.48756906077348067,0.536,142,235,211,301,medium,95.4829827770373,362,500
english_cocker_spaniel_150,english_cocker_spaniel,dog,train,240,207,49680,0.2471641791044776,1.1594202898550725,0.4577114427860697,0.283,64,38,304,245,large,316.9369022376536,402,500
pug_134,pug,dog,train,93,72,6696,0.0992,1.2916666666666667,0.5783333333333334,0.24888888888888888,127,20,220,92,large,117.61377470347595,300,225
beagle_168,beagle,dog,train,359,288,103392,0.551424,1.2465277777777777,0.483,0.4053333333333333,62,8,421,296,large,460.2445002387318,500,375
basset_hound_122,basset_hound,dog,train,140,198,27720,0.16648648648648648,0.7070707070707071,0.4744744744744745,0.498,88,150,228,348,large,242.49536078036627,333,500
Birman_153,Birman,cat,train,322,301,96922,0.4762751842751843,1.069767441860465,0.44,0.47297297297297297,59,42,381,343,large,440.7777217600726,500,407
Egyptian_Mau_11,Egyptian_Mau,cat,train,245,427,104615,0.626437125748503,0.5737704918032787,0.6272455089820359,0.429,87,1,332,428,large,492.2946272304828,334,500
english_cocker_spaniel_157,english_cocker_spaniel,dog,train,197,174,34278,0.14135257731958764,1.132183908045977,0.481,0.2556701030927835,142,37,339,211,large,262.8402556687236,500,485
pug_16,pug,dog,train,260,239,62140,0.33141333333333334,1.0878661087866108,0.536,0.4146666666666667,138,36,398,275,large,353.15860459572554,500,375
Abyssinian_135,Abyssinian,cat,train,237,220,52140,0.3131531531531532,1.0772727272727274,0.4159159159159159,0.336,20,58,257,278,large,323.3713036124263,333,500
pomeranian_15,pomeranian,dog,train,135,167,22545,0.12024,0.8083832335329342,0.503,0.3373333333333333,184,43,319,210,large,214.74170531128786,500,375
Ragdoll_149,Ragdoll,cat,train,249,272,67728,0.361216,0.9154411764705882,0.5186666666666667,0.28,70,4,319,276,large,368.76144050049487,375,500
samoyed_11,samoyed,dog,train,170,182,30940,0.1904,0.9340659340659341,0.47384615384615386,0.266,69,42,239,224,large,249.0461804565571,325,500
Abyssinian_121,Abyssinian,cat,train,127,125,15875,0.28154151739793565,1.016,0.5433884297520661,0.3240343347639485,68,13,195,138,large,178.19652072922187,242,233
Birman_161,Birman,cat,train,100,109,10900,0.06507462686567164,0.9174311926605505,0.378,0.39850746268656717,139,79,239,188,large,147.92227688891217,500,335
British_Shorthair_106,British_Shorthair,cat,train,172,164,28208,0.15044266666666667,1.048780487804878,0.578,0.376,203,59,375,223,large,237.65521244020718,500,375
japanese_chin_158,japanese_chin,dog,train,140,113,15820,0.08437333333333333,1.238938053097345,0.282,0.29733333333333334,71,55,211,168,large,179.91386828146406,500,375
chihuahua_154,chihuahua,dog,train,132,106,13992,0.20728888888888888,1.2452830188679245,0.5533333333333333,0.24444444444444444,100,2,232,108,large,169.29264603047588,300,225
beagle_142,beagle,dog,train,101,85,8585,0.05140718562874252,1.188235294117647,0.535,0.3997005988023952,217,91,318,176,large,132.0075755401939,500,334
saint_bernard_123,saint_bernard,dog,train,62,55,3410,0.020604229607250755,1.1272727272727272,0.45,0.4879154078549849,194,134,256,189,medium,82.87943049997388,500,331
american_bulldog_135,american_bulldog,dog,train,79,70,5530,0.03311377245508982,1.1285714285714286,0.647,0.27844311377245506,284,58,363,128,large,105.55093557141026,500,334
British_Shorthair_166,British_Shorthair,cat,train,80,82,6560,0.0393993993993994,0.975609756097561,0.6876876876876877,0.342,189,130,269,212,large,114.56002793295748,333,500
Abyssinian_167,Abyssinian,cat,train,139,149,20711,0.21344944862413687,0.9328859060402684,0.5383386581469649,0.35,99,34,238,183,large,203.7694775966214,313,310
shiba_inu_172,shiba_inu,dog,train,268,306,82008,0.44935890410958906,0.8758169934640523,0.478,0.4876712328767123,105,25,373,331,large,406.7677470006687,500,365
boxer_137,boxer,dog,train,279,251,70029,0.373488,1.1115537848605577,0.453,0.4706666666666667,87,51,366,302,large,375.28922180099977,500,375
samoyed_148,samoyed,dog,train,143,154,22022,0.11745066666666666,0.9285714285714286,0.641,0.3333333333333333,249,48,392,202,large,210.1547049199708,500,375
american_pit_bull_terrier_136,american_pit_bull_terrier,dog,train,117,91,10647,0.15773333333333334,1.2857142857142858,0.5383333333333333,0.44666666666666666,103,55,220,146,large,148.22280526288793,300,225
Ragdoll_153,Ragdoll,cat,train,180,187,33660,0.1622168674698795,0.9625668449197861,0.748,0.25180722891566265,284,11,464,198,large,259.55538907909425,500,415
Siamese_133,Siamese,cat,train,171,172,29412,0.1761197604790419,0.9941860465116279,0.49550898203592814,0.416,80,122,251,294,large,242.53865671269807,334,500
german_shorthaired_109,german_shorthaired,dog,train,79,72,5688,0.03395820895522388,1.0972222222222223,0.701,0.18208955223880596,311,25,390,97,large,106.88779163215975,500,335
saint_bernard_108,saint_bernard,dog,train,96,88,8448,0.050738738738738735,1.0909090909090908,0.536,0.4024024024024024,220,90,316,178,large,130.23056476879765,500,333
chihuahua_107,chihuahua,dog,train,73,88,6424,0.09517037037037036,0.8295454545454546,0.225,0.3333333333333333,31,31,104,119,large,114.33722053644648,300,225
leonberger_17,leonberger,dog,train,132,110,14520,0.07744,1.2,0.518,0.5493333333333333,193,151,325,261,large,171.8254928699464,500,375
saint_bernard_117,saint_bernard,dog,train,236,269,63484,0.3459618528610354,0.8773234200743495,0.5994550408719346,0.325,102,28,338,297,large,357.8505274552491,367,500
american_bulldog_104,american_bulldog,dog,train,264,224,59136,0.3562409638554217,1.1785714285714286,0.456,0.4246987951807229,96,29,360,253,large,346.22536013411843,500,332
staffordshire_bull_terrier_140,staffordshire_bull_terrier,dog,train,297,245,72765,0.38808,1.2122448979591838,0.391,0.436,47,41,344,286,large,385.0116881342695,500,375
keeshond_123,keeshond,dog,train,216,214,46224,0.27762162162162163,1.0093457943925233,0.586,0.38738738738738737,185,22,401,236,large,304.059204761178,500,333
english_setter_162,english_setter,dog,train,133,172,22876,0.12200533333333333,0.7732558139534884,0.48933333333333334,0.524,117,176,250,348,large,217.4235497824465,375,500
basset_hound_11,basset_hound,dog,train,199,226,44974,0.23986133333333334,0.8805309734513275,0.4706666666666667,0.312,77,43,276,269,large,301.1262193831683,375,500
leonberger_102,leonberger,dog,train,121,91,11011,0.05951891891891892,1.3296703296703296,0.48243243243243245,0.459,118,184,239,275,large,151.40013210033868,370,500
pug_144,pug,dog,train,154,155,23870,0.4038917089678511,0.9935483870967742,0.4416243654822335,0.3283333333333333,10,21,164,176,large,218.49713956937742,197,300
Bengal_167,Bengal,cat,train,163,182,29666,0.4394962962962963,0.8956043956043956,0.5183333333333333,0.48444444444444446,74,18,237,200,large,244.3215094910802,300,225
miniature_pinscher_127,miniature_pinscher,dog,train,111,116,12876,0.19075555555555557,0.9568965517241379,0.5683333333333334,0.38666666666666666,115,29,226,145,large,160.55217220579732,300,225
samoyed_127,samoyed,dog,train,125,152,19000,0.10160427807486631,0.8223684210526315,0.365,0.20855614973262032,120,2,245,154,large,196.7968495682794,500,374
boxer_108,boxer,dog,train,271,233,63143,0.33676266666666665,1.1630901287553648,0.6066666666666667,0.357,92,62,363,295,large,357.39334073258834,375,500
havanese_153,havanese,dog,train,389,310,120590,0.6431466666666666,1.2548387096774194,0.501,0.47733333333333333,56,24,445,334,large,497.41431422909415,500,375
Birman_164,Birman,cat,train,270,299,80730,0.7189548304360217,0.903010033444816,0.5113636363636364,0.5,45,10,315,309,large,402.86598267910387,352,319
wheaten_terrier_10,wheaten_terrier,dog,train,93,99,9207,0.05431858407079646,0.9393939393939394,0.803834808259587,0.483,226,192,319,291,large,135.83077707206124,339,500
english_cocker_spaniel_136,english_cocker_spaniel,dog,train,270,287,77490,0.4668072289156627,0.9407665505226481,0.4759036144578313,0.557,23,135,293,422,large,394.0418759472145,332,500
english_setter_105,english_setter,dog,train,229,267,61143,0.326096,0.8576779026217228,0.6466666666666666,0.309,128,21,357,288,large,351.7527540759276,375,500
chihuahua_104,chihuahua,dog,train,107,122,13054,0.21756666666666666,0.8770491803278688,0.6183333333333333,0.31,132,1,239,123,large,162.27445886522005,300,200
boxer_17,boxer,dog,train,253,250,63250,0.31625,1.012,0.62125,0.368,122,59,375,309,large,355.6810368855781,400,500
staffordshire_bull_terrier_141,staffordshire_bull_terrier,dog,train,203,169,34307,0.18297066666666667,1.2011834319526626,0.471,0.4866666666666667,134,98,337,267,large,264.14011433328335,500,375
Abyssinian_117,Abyssinian,cat,train,145,120,17400,0.08678304239401496,1.2083333333333333,0.289,0.40399002493765584,72,102,217,222,large,188.2153022471871,500,401
Bengal_104,Bengal,cat,train,184,224,41216,0.17803887688984882,0.8214285714285714,0.374,0.28509719222462204,95,20,279,244,large,289.882734911895,500,463
Persian_100,Persian,cat,train,398,300,119400,0.7149700598802395,1.3266666666666667,0.414,0.45209580838323354,8,1,406,301,large,498.4014446206993,500,334
samoyed_125,samoyed,dog,train,288,328,94464,0.3969075630252101,0.8780487804878049,0.4,0.42857142857142855,56,40,344,368,large,436.4951317025197,500,476
pug_117,pug,dog,train,101,85,8585,0.05156156156156156,1.188235294117647,0.565,0.44294294294294295,232,105,333,190,large,132.0075755401939,500,333
english_setter_118,english_setter,dog,train,66,52,3432,0.020612612612612612,1.2692307692307692,0.46,0.32432432432432434,197,82,263,134,medium,84.02380615040002,500,333
staffordshire_bull_terrier_144,staffordshire_bull_terrier,dog,train,212,155,32860,0.17525333333333334,1.367741935483871,0.414,0.396,101,71,313,226,large,262.6194966105906,500,375
